hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,rssi_variance
HDOK,PLOK,17472,25,24,-105,5,10,2,29,-109,-104,-104,-105,-110,-103,-106,-104,-105,-104,-109,-104,-105,-106,-105,-111,-109,-112,-105,-105,-105,-104,-106,-105,-105,-107,-105,-105,-111,354,2.317460317460317
HDOK,PLOK,17472,26,25,-98,8,10,2,29,-108,-95,-98,-97,-105,-97,-99,-97,-98,-97,-99,-97,-97,-97,-97,-98,-103,-105,-97,-96,-97,-97,-99,-96,-96,-99,-98,-97,-96,354,0.72562358276644
HDOK,PLOK,17472,27,26,-99,8,10,2,29,-103,-96,-97,-97,-105,-96,-97,-97,-98,-97,-98,-98,-97,-97,-97,-98,-105,-103,-98,-97,-97,-97,-100,-97,-99,-101,-99,-98,-101,354,1.619047619047619
HDOK,PLOK,17472,28,27,-101,8,10,2,29,-105,-99,-99,-98,-106,-99,-98,-99,-100,-99,-99,-103,-101,-100,-100,-100,-107,-105,-101,-101,-101,-100,-106,-101,-109,-106,-104,-102,-100,354,4.3718820861678
HDOK,PLOK,17472,29,28,-101,8,10,2,29,-106,-101,-101,-100,-107,-99,-100,-100,-101,-99,-100,-101,-101,-100,-100,-101,-109,-106,-101,-101,-101,-101,-105,-101,-104,-105,-104,-102,-101,354,2.344671201814059
HDOK,PLOK,17472,30,29,-99,7,10,2,29,-104,-96,-97,-97,-105,-97,-97,-96,-98,-97,-97,-99,-98,-97,-97,-98,-105,-101,-98,-98,-97,-98,-101,-97,-101,-101,-99,-98,-100,354,1.8956916099773242
HDOK,PLOK,17472,31,30,-92,8,10,2,29,-95,-89,-90,-90,-99,-90,-90,-90,-91,-90,-91,-91,-91,-91,-91,-92,-97,-99,-92,-91,-92,-92,-94,-92,-92,-94,-93,-93,-99,354,1.7732426303854874
HDOK,PLOK,17472,32,31,-100,7,10,2,29,-104,-97,-98,-98,-103,-97,-100,-98,-99,-99,-107,-99,-99,-100,-99,-106,-103,-106,-99,-98,-100,-99,-99,-98,-98,-99,-99,-98,-99,354,1.8231292517006803
HDOK,PLOK,17472,33,32,-105,6,10,2,29,-107,-103,-105,-104,-109,-105,-107,-106,-105,-106,-115,-107,-107,-108,-107,-111,-110,-113,-106,-106,-107,-106,-106,-105,-105,-105,-104,-103,-103,354,1.360544217687075
HDOK,PLOK,17472,34,33,-96,8,10,2,29,-103,-96,-96,-95,-103,-96,-96,-96,-98,-96,-96,-105,-99,-96,-96,-96,-103,-99,-96,-97,-95,-97,-101,-95,-105,-103,-100,-98,-98,354,5.038548752834467
HDOK,PLOK,17472,35,34,-99,7,10,2,29,-106,-100,-101,-101,-107,-101,-103,-101,-101,-101,-104,-164,-100,-101,-100,-106,-105,-107,-99,-99,-99,-99,-100,-98,-98,-100,-99,-99,-99,354,3.759637188208617
HDOK,PLOK,17472,36,35,-98,7,10,2,29,-105,-98,-98,-99,-106,-98,-100,-98,-98,-98,-99,-97,-97,-97,-97,-97,-103,-105,-97,-97,-97,-97,-99,-97,-97,-99,-99,-98,-101,354,1.1700680272108843
HDOK,PLOK,17472,37,36,-98,8,10,2,29,-105,-98,-99,-100,-103,-98,-100,-97,-97,-97,-105,-96,-96,-98,-96,-103,-101,-103,-96,-96,-97,-96,-98,-97,-96,-99,-99,-98,-103,354,3.9591836734693877
HDOK,PLOK,17472,38,37,-95,9,10,2,29,-103,-93,-95,-95,-100,-94,-96,-94,-94,-94,-99,-94,-94,-95,-94,-101,-100,-103,-95,-95,-95,-95,-97,-95,-95,-97,-96,-95,-95,354,2.344671201814059
HDOK,PLOK,17472,39,38,-96,8,10,2,29,-101,-95,-97,-95,-101,-95,-97,-95,-95,-95,-100,-95,-95,-96,-95,-103,-100,-105,-95,-95,-96,-95,-97,-95,-95,-98,-97,-95,-100,354,3.079365079365079
HDOK,PLOK,17472,40,39,-96,9,10,2,29,-101,-95,-95,-95,-103,-94,-95,-94,-95,-95,-95,-95,-95,-95,-95,-96,-103,-100,-95,-95,-95,-95,-98,-95,-95,-100,-97,-95,-95,354,1.582766439909297
HDOK,PLOK,17472,41,40,-96,8,10,2,29,-100,-95,-95,-95,-103,-95,-96,-95,-95,-95,-95,-95,-95,-95,-95,-96,-101,-101,-95,-95,-95,-95,-98,-95,-95,-98,-97,-95,-96,354,0.9160997732426305
HDOK,PLOK,17472,42,41,-95,8,10,2,29,-103,-95,-95,-95,-101,-95,-95,-95,-98,-95,-95,-103,-105,-95,-95,-95,-103,-98,-96,-100,-95,-98,-103,-95,-96,-103,-101,-99,-96,354,7.460317460317461
HDOK,PLOK,17472,43,42,-95,9,10,2,29,-85,-95,-95,-95,-101,-95,-95,-95,-97,-95,-95,-105,-101,-95,-95,-95,-103,-98,-95,-96,-95,-96,-101,-95,-162,-101,-100,-97,-95,354,4.916099773242631
HDOK,PLOK,17472,44,43,-96,9,10,2,29,-101,-97,-94,-95,-100,-94,-95,-95,-97,-95,-95,-101,-105,-95,-94,-95,-101,-98,-95,-98,-95,-97,-101,-95,-97,-103,-100,-97,-96,354,4.217687074829931
HDOK,PLOK,17472,45,44,-96,9,10,2,29,-100,-95,-95,-95,-103,-95,-96,-95,-95,-95,-96,-95,-95,-95,-95,-96,-101,-101,-95,-95,-95,-95,-97,-95,-95,-98,-97,-95,-99,354,1.2698412698412695
HDOK,PLOK,17472,46,45,-95,9,10,2,29,-103,-95,-95,-95,-101,-95,-95,-95,-97,-95,-95,-101,-105,-95,-95,-95,-101,-97,-95,-98,-95,-97,-103,-95,-96,-103,-100,-98,-95,354,4.870748299319729
HDOK,PLOK,17472,47,46,-96,9,10,2,29,-101,-95,-95,-95,-103,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-103,-100,-95,-95,-95,-95,-99,-95,-96,-99,-98,-95,-95,354,1.673469387755102
HDOK,PLOK,17472,48,47,-96,8,10,2,29,-103,-95,-96,-95,-103,-95,-96,-95,-96,-96,-96,-96,-96,-96,-96,-97,-103,-101,-97,-96,-96,-96,-100,-96,-98,-101,-98,-97,-100,354,2.3310657596371875
HDOK,PLOK,17472,49,48,-98,8,10,2,29,-101,-95,-96,-95,-103,-95,-96,-95,-97,-95,-96,-97,-97,-96,-96,-97,-105,-100,-96,-96,-95,-96,-101,-96,-103,-101,-100,-97,-99,354,3.360544217687074
HDOK,PLOK,17472,50,49,-98,8,10,2,29,-103,-96,-96,-95,-105,-96,-96,-96,-98,-96,-96,-102,-99,-96,-96,-96,-103,-100,-96,-96,-96,-97,-101,-96,-103,-103,-100,-98,-96,354,4.997732426303854
