hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,rssi_variance
HDOK,PLOK,17472,14,14,-65,7,10,2,29,-67,-62,-63,-62,-69,-64,-63,-62,-62,-62,-63,-62,-62,-62,-62,-63,-68,-69,-61,-61,-62,-61,-63,-62,-62,-65,-63,-62,-61,330,0.6303854875283446
HDOK,PLOK,17472,15,15,-65,8,10,2,29,-67,-63,-62,-62,-69,-62,-62,-62,-63,-62,-62,-73,-70,-62,-62,-62,-69,-64,-63,-65,-62,-64,-69,-62,-63,-70,-66,-64,-63,330,4.752834467120182
HDOK,PLOK,17472,16,16,-66,7,10,2,29,-69,-62,-62,-62,-69,-63,-62,-63,-64,-62,-62,-65,-68,-62,-62,-62,-70,-65,-63,-63,-62,-63,-69,-62,-65,-70,-67,-64,-64,330,4.058956916099774
HDOK,PLOK,17472,17,17,-65,8,10,2,29,-66,-61,-62,-61,-70,-62,-61,-61,-63,-61,-62,-63,-62,-61,-61,-62,-70,-65,-62,-62,-61,-62,-66,-61,-69,-69,-65,-63,-61,330,2.5351473922902494
HDOK,PLOK,17472,18,18,-65,7,10,2,29,-67,-62,-62,-61,-67,-62,-61,-62,-63,-61,-61,-71,-68,-61,-61,-61,-69,-64,-62,-63,-61,-62,-68,-61,-64,-69,-67,-63,-63,330,4.789115646258502
HDOK,PLOK,17472,19,19,-65,8,10,2,29,-66,-62,-61,-61,-69,-62,-61,-61,-63,-61,-61,-69,-65,-61,-61,-62,-70,-64,-62,-62,-61,-62,-67,-61,-41,-70,-65,-63,-61,330,3.2018140589569164
HDOK,PLOK,17472,20,20,-64,8,10,2,29,-67,-61,-61,-60,-69,-62,-60,-61,-62,-61,-61,-63,-62,-61,-61,-62,-69,-65,-61,-61,-61,-61,-65,-61,-68,-68,-65,-63,-61,330,3.0385487528344672
HDOK,PLOK,17472,21,21,-65,8,10,2,29,-66,-61,-63,-65,-66,-65,-64,-61,-61,-61,-69,-61,-61,-63,-61,-69,-65,-69,-61,-61,-62,-61,-63,-61,-61,-65,-62,-61,-67,330,3.419501133786848
HDOK,PLOK,17472,22,22,-65,8,10,2,29,-67,-61,-62,-63,-67,-64,-63,-61,-62,-61,-65,-61,-61,-62,-61,-69,-65,-69,-61,-61,-62,-61,-63,-61,-61,-65,-63,-61,-67,330,2.91156462585034
HDOK,PLOK,17472,23,23,-65,8,10,2,29,-67,-63,-61,-61,-67,-61,-61,-62,-63,-61,-61,-65,-69,-61,-61,-61,-67,-63,-62,-67,-62,-67,-69,-61,-62,-69,-67,-64,-61,330,5.5147392290249435
HDOK,PLOK,17472,24,24,-64,8,10,2,29,-67,-61,-62,-62,-65,-64,-63,-61,-61,-61,-69,-61,-61,-63,-61,-67,-65,-69,-61,-61,-62,-60,-63,-61,-61,-63,-62,-60,-60,330,1.7052154195011335
HDOK,PLOK,17472,25,25,-64,9,10,2,29,-66,-61,-62,-62,-68,-64,-63,-61,-62,-61,-63,-61,-61,-61,-61,-62,-67,-67,-60,-60,-60,-60,-63,-60,-61,-65,-62,-61,-64,330,1.5691609977324261
HDOK,PLOK,17472,26,26,-65,7,10,2,29,-67,-61,-62,-62,-66,-64,-64,-61,-62,-61,-70,-61,-61,-63,-62,-65,-65,-69,-61,-61,-62,-61,-63,-62,-63,-63,-62,-61,-62,330,1.4829931972789114
HDOK,PLOK,17472,27,27,-65,7,10,2,29,-66,-61,-62,-64,-67,-64,-64,-61,-62,-61,-64,-61,-61,-63,-61,-65,-65,-70,-61,-61,-62,-61,-63,-62,-62,-63,-62,-62,-69,330,1.673469387755102
HDOK,PLOK,17472,28,28,-65,7,10,2,29,-67,-61,-61,-61,-69,-62,-61,-62,-63,-61,-61,-66,-63,-61,-61,-62,-69,-65,-62,-62,-61,-62,-67,-61,-69,-70,-65,-63,-64,330,3.800453514739229
HDOK,PLOK,17472,29,29,-65,7,10,2,29,-66,-61,-62,-62,-68,-64,-63,-61,-62,-61,-63,-61,-61,-62,-61,-70,-67,-69,-61,-61,-62,-61,-63,-61,-62,-65,-63,-62,-62,330,1.7460317460317463
HDOK,PLOK,17472,30,30,-65,7,10,2,29,-67,-61,-62,-61,-69,-61,-61,-61,-63,-61,-61,-63,-62,-61,-61,-62,-69,-65,-61,-62,-61,-61,-66,-61,-37,-66,-65,-63,-61,330,2.2766439909297045
HDOK,PLOK,17472,31,31,-65,8,10,2,29,-65,-61,-61,-61,-69,-61,-61,-61,-62,-61,-61,-62,-61,-61,-61,-62,-69,-65,-61,-61,-61,-61,-65,-62,-66,-65,-64,-63,-64,330,2.217687074829932
HDOK,PLOK,17472,32,32,-64,8,10,2,29,-67,-61,-61,-62,-67,-60,-60,-61,-63,-60,-60,-73,-68,-60,-60,-61,-67,-63,-62,-63,-61,-63,-69,-60,-62,-69,-67,-63,-62,330,5.365079365079366
HDOK,PLOK,17472,33,33,-65,7,10,2,29,-68,-64,-64,-64,-71,-63,-63,-63,-63,-62,-62,-63,-62,-62,-62,-63,-70,-67,-62,-62,-62,-62,-65,-62,-63,-66,-64,-63,-62,330,1.1337868480725626
HDOK,PLOK,17472,34,34,-65,8,10,2,29,-67,-61,-63,-63,-67,-61,-63,-61,-62,-61,-65,-61,-61,-62,-61,-69,-66,-69,-61,-61,-62,-61,-63,-61,-61,-63,-63,-61,-67,330,2.91156462585034
HDOK,PLOK,17472,35,35,-65,8,10,2,29,-65,-61,-63,-63,-65,-60,-64,-60,-62,-60,-76,-61,-61,-63,-61,-64,-65,-69,-61,-61,-62,-61,-62,-61,-62,-62,-61,-61,-61,330,1.4285714285714286
HDOK,PLOK,17472,36,36,-64,8,10,2,29,-67,-61,-62,-61,-69,-61,-61,-61,-63,-61,-61,-69,-64,-61,-61,-61,-69,-64,-62,-62,-61,-62,-67,-61,-70,-68,-66,-63,-61,330,5.1065759637188215
HDOK,PLOK,17472,37,37,-65,8,10,2,29,-66,-61,-61,-61,-70,-61,-61,-61,-62,-61,-61,-63,-62,-61,-61,-61,-69,-65,-61,-61,-60,-61,-65,-60,-68,-65,-64,-62,-63,330,2.1405895691609973
HDOK,PLOK,17472,38,38,-65,7,10,2,29,-69,-62,-62,-62,-69,-62,-62,-62,-63,-62,-62,-63,-62,-62,-62,-63,-70,-65,-62,-62,-63,-62,-66,-62,-79,-66,-65,-63,-64,330,1.8095238095238095
HDOK,PLOK,17472,39,39,-66,7,10,2,29,-66,-62,-63,-62,-68,-62,-64,-62,-62,-62,-64,-62,-62,-62,-62,-70,-67,-71,-62,-62,-62,-62,-64,-62,-62,-64,-63,-62,-62,330,1.1746031746031749
HDOK,PLOK,17472,40,40,-65,7,10,2,29,-67,-62,-61,-61,-69,-62,-62,-62,-63,-62,-62,-70,-65,-61,-62,-62,-70,-64,-62,-63,-62,-62,-68,-62,-67,-69,-66,-63,-61,330,3.8412698412698414
HDOK,PLOK,17472,41,41,-65,7,10,2,29,-65,-61,-62,-62,-69,-62,-62,-61,-62,-62,-62,-62,-62,-62,-62,-63,-68,-69,-62,-61,-62,-61,-64,-61,-62,-65,-63,-62,-65,330,1.0068027210884352
HDOK,PLOK,17472,42,42,-65,8,10,2,29,-67,-61,-62,-62,-67,-61,-63,-61,-62,-61,-65,-61,-61,-62,-61,-69,-66,-70,-61,-61,-62,-61,-63,-61,-61,-63,-63,-62,-62,330,1.741496598639456
HDOK,PLOK,17472,43,43,-64,8,10,2,29,-66,-61,-62,-61,-69,-61,-61,-61,-62,-61,-61,-62,-62,-61,-61,-62,-69,-67,-61,-61,-61,-61,-65,-61,-63,-66,-63,-63,-64,330,1.990929705215419
HDOK,PLOK,17472,44,44,-65,7,10,2,29,-67,-62,-62,-62,-69,-61,-62,-61,-62,-61,-63,-61,-61,-61,-61,-63,-67,-69,-61,-61,-62,-61,-63,-61,-62,-63,-63,-62,-67,330,1.7414965986394564
HDOK,PLOK,17472,45,45,-65,8,10,2,29,-66,-61,-61,-61,-67,-61,-61,-62,-63,-61,-61,-69,-63,-61,-61,-62,-69,-64,-62,-63,-61,-63,-68,-61,-64,-68,-66,-63,-61,330,3.26984126984127
HDOK,PLOK,17472,46,46,-65,7,10,2,29,-67,-62,-63,-63,-67,-61,-64,-62,-61,-61,-67,-61,-61,-62,-61,-69,-65,-69,-61,-61,-62,-61,-63,-61,-61,-63,-63,-61,-67,330,3.2925170068027207
HDOK,PLOK,17472,47,47,-65,8,10,2,29,-66,-61,-61,-61,-69,-61,-61,-61,-62,-61,-61,-62,-62,-61,-61,-62,-69,-65,-61,-61,-61,-61,-65,-61,-63,-66,-64,-62,-61,330,1.6462585034013608
HDOK,PLOK,17472,48,48,-64,8,10,2,29,-67,-60,-61,-60,-69,-60,-60,-60,-61,-60,-60,-62,-61,-60,-60,-61,-69,-65,-61,-60,-61,-61,-65,-60,-64,-65,-64,-62,-61,330,2.625850340136054
HDOK,PLOK,17472,49,49,-67,6,10,2,29,-68,-63,-64,-63,-71,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-64,-70,-69,-63,-63,-64,-63,-67,-63,-65,-67,-65,-64,-67,330,1.9501133786848068
HDOK,PLOK,17472,50,50,-66,7,10,2,29,-69,-63,-62,-63,-69,-63,-62,-63,-64,-62,-63,-71,-67,-62,-62,-63,-70,-65,-63,-64,-63,-63,-69,-62,-71,-68,-67,-64,-62,330,4.965986394557824
