hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,rssi_variance
HDOK,PLOK,17472,12,12,-77,8,11,2,33,-75,-76,-79,-76,-75,-82,-79,-76,-83,-75,-76,-76,-79,-76,-75,-76,-77,-77,-77,-77,-75,-76,-76,-85,-76,-75,-76,-79,-79,-76,-76,-76,-76,336,1.3664
HDOK,PLOK,17472,13,13,-76,8,11,2,33,-85,-75,-77,-76,-83,-69,-77,-76,-77,-76,-75,-77,-76,-76,-76,-77,-76,-79,-87,-76,-75,-77,-75,-82,-76,-75,-76,-76,-76,-76,-76,-75,-75,336,0.7200000000000002
HDOK,PLOK,17472,14,14,-76,10,11,2,33,-76,-76,-79,-75,-76,-83,-78,-75,-92,-77,-75,-77,-79,-76,-75,-76,-77,-77,-77,-77,-75,-77,-76,-85,-76,-75,-76,-77,-79,-76,-75,-79,-77,336,1.2576000000000003
HDOK,PLOK,17472,15,15,-77,8,11,2,33,-83,-76,-81,-76,-75,-81,-79,-76,-78,-76,-76,-75,-88,-76,-75,-76,-77,-77,-75,-77,-76,-76,-77,-83,-77,-76,-76,-81,-81,-81,-79,-76,-76,336,3.3376
HDOK,PLOK,17472,16,16,-76,8,11,2,33,-75,-76,-79,-75,-76,-82,-79,-75,-82,-77,-76,-76,-77,-76,-75,-76,-77,-77,-76,-76,-75,-76,-76,-83,-76,-75,-75,-79,-77,-76,-77,-75,-75,336,1.0816
HDOK,PLOK,17472,17,17,-76,8,11,2,33,-85,-75,-81,-76,-75,-81,-79,-75,-78,-76,-75,-75,-85,-76,-75,-75,-77,-76,-75,-77,-75,-75,-76,-83,-76,-76,-76,-77,-81,-79,-77,-77,-76,336,2.8575999999999997
HDOK,PLOK,17472,18,18,-76,8,11,2,33,-75,-76,-77,-75,-77,-83,-77,-75,-79,-76,-75,-76,-76,-75,-75,-76,-76,-77,-83,-76,-75,-77,-76,-83,-76,-76,-75,-76,-76,-76,-76,-75,-81,336,0.7456
HDOK,PLOK,17472,19,19,-76,8,11,2,33,-85,-76,-77,-75,-79,-85,-77,-75,-77,-75,-75,-77,-76,-76,-75,-76,-76,-78,-87,-76,-76,-77,-76,-82,-76,-76,-76,-77,-76,-76,-75,-76,-76,336,0.7104
HDOK,PLOK,17472,20,20,-77,8,11,2,33,-75,-75,-77,-75,-78,-85,-77,-75,-77,-75,-75,-77,-76,-75,-75,-76,-76,-78,-89,-76,-75,-77,-75,-82,-75,-76,-76,-77,-77,-75,-75,-76,-76,336,0.8
HDOK,PLOK,17472,21,21,-76,8,11,2,33,-83,-76,-79,-76,-75,-81,-79,-76,-79,-76,-75,-75,-85,-76,-75,-76,-77,-76,-75,-77,-75,-75,-76,-83,-76,-75,-76,-77,-81,-77,-77,-75,-75,336,2.2496000000000005
HDOK,PLOK,17472,22,22,-76,8,11,2,33,-75,-75,-77,-75,-76,-83,-77,-75,-79,-76,-76,-76,-76,-76,-75,-76,-76,-77,-78,-76,-75,-77,-76,-85,-75,-76,-75,-77,-77,-76,-77,-75,-75,336,0.5183999999999999
HDOK,PLOK,17472,23,23,-76,8,11,2,33,-83,-75,-79,-75,-75,-81,-79,-76,-81,-76,-75,-75,-81,-76,-75,-76,-77,-76,-75,-77,-75,-76,-76,-85,-76,-75,-76,-81,-77,-76,-75,-82,-76,336,3.5616000000000008
HDOK,PLOK,17472,24,24,-77,8,11,2,33,-75,-75,-77,-75,-76,-83,-77,-76,-79,-75,-76,-77,-76,-76,-75,-76,-76,-77,-83,-76,-76,-76,-75,-83,-75,-75,-76,-77,-77,-75,-75,-76,-75,336,0.5183999999999999
HDOK,PLOK,17472,25,25,-76,8,11,2,33,-83,-74,-76,-74,-75,-81,-77,-74,-85,-74,-75,-75,-76,-75,-75,-75,-76,-76,-76,-76,-75,-75,-75,-83,-74,-75,-75,-76,-76,-76,-75,-75,-75,336,0.4
HDOK,PLOK,17472,26,26,-76,8,11,2,33,-76,-76,-77,-76,-80,-85,-77,-75,-77,-76,-76,-78,-77,-77,-77,-77,-77,-79,-83,-76,-75,-77,-76,-82,-76,-76,-75,-76,-77,-75,-75,-77,-75,336,0.7264000000000002
HDOK,PLOK,17472,27,27,-74,9,11,2,33,-81,-74,-75,-73,-74,-81,-75,-72,-75,-72,-72,-74,-72,-72,-72,-72,-72,-75,-79,-72,-71,-74,-72,-79,-72,-71,-72,-74,-74,-72,-73,-73,-79,336,2.6304
HDOK,PLOK,17472,28,28,-76,9,11,2,33,-76,-75,-76,-74,-75,-82,-77,-75,-81,-76,-75,-77,-77,-76,-77,-77,-77,-78,-82,-76,-75,-75,-75,-82,-74,-74,-74,-76,-75,-75,-76,-77,-76,336,0.8
HDOK,PLOK,17472,29,29,-76,8,11,2,33,-83,-75,-79,-75,-75,-75,-77,-75,-83,-75,-75,-76,-76,-75,-75,-76,-76,-77,-80,-76,-75,-76,-75,-83,-75,-75,-75,-77,-76,-75,-76,-75,-83,336,1.5936
HDOK,PLOK,17472,30,30,-76,8,11,2,33,-75,-75,-77,-75,-76,-75,-77,-75,-77,-75,-75,-76,-76,-76,-75,-76,-76,-77,-87,-76,-75,-77,-75,-82,-75,-75,-75,-77,-77,-75,-76,-79,-75,336,0.6400000000000001
HDOK,PLOK,17472,31,31,-76,8,11,2,33,-83,-75,-79,-75,-75,-75,-77,-76,-85,-75,-75,-76,-76,-75,-75,-76,-76,-77,-77,-76,-75,-76,-76,-85,-75,-75,-75,-76,-77,-76,-75,-76,-75,336,0.5024000000000001
HDOK,PLOK,17472,32,32,-75,8,11,2,33,-75,-75,-79,-75,-75,-75,-77,-75,-83,-75,-75,-75,-77,-75,-75,-75,-76,-77,-77,-76,-75,-75,-75,-83,-75,-75,-75,-76,-76,-75,-75,-83,-75,336,0.5696
HDOK,PLOK,17472,33,33,-76,8,11,2,33,-83,-75,-77,-75,-77,-75,-77,-75,-76,-75,-75,-76,-75,-75,-75,-76,-75,-78,-81,-75,-75,-77,-75,-81,-75,-75,-75,-76,-76,-75,-75,-76,-79,336,0.7776000000000002
HDOK,PLOK,17472,34,34,-77,10,11,2,33,-76,-76,-78,-76,-78,-76,-78,-76,-77,-76,-76,-78,-76,-76,-77,-77,-77,-80,-80,-77,-76,-78,-75,-82,-76,-77,-76,-77,-76,-76,-76,-75,-76,336,0.56
HDOK,PLOK,17472,35,35,-77,10,11,2,33,-87,-78,-82,-78,-78,-77,-81,-77,-93,-77,-77,-78,-79,-77,-78,-77,-78,-79,-82,-77,-77,-78,-77,-85,-77,-77,-69,-77,-77,-76,-77,-85,-76,336,2.24
HDOK,PLOK,17472,36,36,-78,10,11,2,33,-77,-77,-79,-77,-78,-77,-78,-77,-78,-77,-77,-78,-77,-77,-77,-77,-77,-80,-87,-77,-77,-79,-77,-83,-77,-77,-77,-77,-78,-77,-77,-77,-77,336,0.2816
HDOK,PLOK,17472,37,37,-78,9,11,2,33,-88,-79,-81,-79,-82,-79,-81,-79,-80,-79,-79,-81,-80,-79,-81,-80,-80,-83,-85,-80,-79,-81,-78,-85,-78,-78,-78,-79,-79,-77,-78,-83,-78,336,1.5424000000000004
HDOK,PLOK,17472,38,38,-83,9,11,2,33,-81,-81,-85,-82,-81,-81,-85,-82,-91,-82,-83,-84,-86,-83,-84,-83,-84,-84,-84,-83,-81,-83,-82,-89,-81,-82,-81,-85,-83,-82,-82,-82,-82,336,1.3024
HDOK,PLOK,17472,39,39,-78,10,11,2,33,-86,-79,-82,-81,-81,-78,-79,-75,-77,-76,-75,-77,-76,-77,-78,-78,-78,-81,-91,-78,-78,-80,-77,-83,-77,-77,-77,-78,-79,-78,-79,-79,-77,336,1.6576000000000002
HDOK,PLOK,17472,40,40,-77,8,11,2,33,-77,-77,-77,-75,-78,-75,-77,-75,-77,-75,-75,-77,-76,-76,-77,-77,-77,-79,-80,-76,-75,-77,-77,-82,-75,-76,-76,-76,-77,-76,-76,-76,-79,336,0.5664000000000001
HDOK,PLOK,17472,41,41,-79,9,11,2,33,-87,-77,-80,-78,-80,-78,-80,-78,-80,-78,-78,-80,-78,-78,-79,-80,-80,-81,-85,-79,-78,-80,-77,-85,-78,-79,-80,-81,-80,-80,-80,-81,-80,336,0.96
HDOK,PLOK,17472,42,42,-75,8,11,2,33,-75,-74,-76,-75,-77,-75,-77,-75,-76,-75,-75,-77,-75,-75,-75,-76,-76,-79,-81,-76,-75,-77,-75,-82,-75,-75,-75,-76,-76,-75,-75,-81,-75,336,0.56
HDOK,PLOK,17472,43,43,-77,9,11,2,33,-85,-76,-77,-75,-77,-75,-77,-76,-77,-75,-76,-77,-76,-75,-77,-77,-76,-78,-82,-76,-75,-77,-75,-82,-76,-75,-76,-76,-77,-75,-76,-76,-75,336,0.5344000000000001
HDOK,PLOK,17472,44,44,-76,9,11,2,33,-75,-76,-77,-75,-76,-76,-77,-76,-79,-76,-75,-77,-76,-76,-76,-76,-76,-78,-87,-76,-75,-77,-76,-83,-76,-75,-75,-76,-76,-77,-76,-76,-91,336,0.3999999999999999
HDOK,PLOK,17472,45,45,-76,10,11,2,33,-85,-76,-80,-76,-77,-76,-79,-77,-88,-76,-76,-77,-78,-77,-77,-77,-77,-78,-77,-77,-75,-77,-76,-85,-76,-76,-75,-79,-79,-76,-75,-80,-75,336,1.2736
HDOK,PLOK,17472,46,46,-76,10,11,2,33,-76,-75,-81,-75,-75,-75,-79,-76,-83,-75,-75,-77,-79,-76,-76,-76,-77,-77,-77,-77,-75,-77,-76,-85,-76,-76,-75,-79,-77,-76,-75,-75,-75,336,1.2223999999999997
HDOK,PLOK,17472,47,47,-77,10,11,2,33,-85,-76,-77,-75,-76,-75,-78,-76,-87,-75,-75,-77,-77,-75,-76,-76,-77,-78,-81,-76,-75,-77,-76,-83,-76,-76,-76,-76,-77,-76,-76,-76,-89,336,1.3696000000000002
HDOK,PLOK,17472,48,48,-77,9,11,2,33,-76,-75,-77,-75,-85,-75,-77,-76,-77,-75,-76,-78,-76,-75,-77,-77,-76,-80,-77,-76,-76,-78,-75,-81,-75,-76,-76,-76,-77,-76,-76,-75,-76,336,0.56
HDOK,PLOK,17472,49,49,-77,10,11,2,33,-85,-76,-80,-76,-76,-76,-80,-77,-84,-77,-76,-77,-79,-77,-76,-76,-77,-77,-77,-77,-76,-77,-76,-83,-76,-76,-76,-79,-77,-77,-77,-76,-76,336,1.0656
HDOK,PLOK,17472,50,50,-82,8,11,2,33,-78,-78,-81,-78,-79,-78,-82,-79,-88,-79,-79,-81,-81,-80,-80,-80,-81,-81,-83,-81,-80,-81,-80,-89,-80,-80,-81,-83,-83,-81,-82,-85,-82,336,1.2576000000000003
