hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,rssi_variance
HDOK,PLOK,17472,11,11,-124,-8,11,2,33,-117,-115,-117,-116,-117,-116,-117,-117,-115,-117,-115,-116,-116,-114,-116,-119,-117,-117,-117,-116,-120,-117,-117,-117,-118,-116,-118,-118,-117,-117,-116,-117,-115,366,0.39039999999999997
HDOK,PLOK,17472,12,12,-124,-8,11,2,33,-116,-117,-117,-116,-118,-116,-117,-115,-117,-117,-114,-117,-118,-116,-116,-116,-114,-116,-116,-118,-115,-117,-116,-118,-116,-117,-116,-117,-117,-116,-117,-117,-115,366,0.3264
HDOK,PLOK,17472,13,13,-123,-7,11,2,33,-116,-116,-117,-115,-116,-118,-118,-116,-117,-116,-116,-116,-116,-115,-117,-117,-115,-117,-117,-116,-117,-117,-116,-116,-116,-116,-116,-117,-116,-115,-115,-117,-115,366,0.3423999999999999
HDOK,PLOK,17472,14,14,-122,-6,11,2,33,-115,-117,-115,-117,-117,-117,-118,-116,-116,-116,-116,-117,-114,-117,-117,-116,-117,-117,-118,-116,-115,-116,-114,-118,-117,-115,-116,-117,-115,-117,-116,-117,-115,366,0.5376000000000001
HDOK,PLOK,17472,15,15,-123,-7,11,2,33,-116,-117,-116,-117,-118,-118,-117,-117,-116,-116,-117,-117,-117,-117,-116,-116,-115,-116,-116,-116,-117,-114,-115,-117,-117,-115,-116,-116,-113,-116,-116,-117,-116,366,0.3104
HDOK,PLOK,17472,16,16,-122,-7,11,2,33,-116,-116,-117,-117,-116,-116,-116,-116,-118,-116,-115,-117,-118,-115,-114,-118,-117,-116,-117,-116,-116,-116,-116,-117,-116,-115,-116,-116,-116,-117,-116,-117,-116,366,0.20160000000000003
HDOK,PLOK,17472,17,17,-123,-7,11,2,33,-116,-117,-115,-116,-118,-117,-115,-117,-117,-115,-117,-116,-116,-117,-116,-117,-116,-115,-117,-116,-118,-117,-116,-118,-116,-116,-116,-115,-117,-117,-116,-116,-117,366,0.32
HDOK,PLOK,17472,18,18,-124,-9,11,2,33,-115,-117,-117,-117,-116,-116,-113,-116,-116,-116,-116,-117,-115,-117,-118,-116,-117,-117,-116,-118,-115,-114,-116,-116,-115,-116,-116,-116,-118,-115,-116,-117,-117,366,0.4000000000000001
HDOK,PLOK,17472,19,19,-124,-8,11,2,33,-116,-117,-116,-118,-116,-116,-117,-117,-117,-117,-116,-116,-117,-116,-116,-115,-117,-117,-117,-114,-117,-117,-115,-117,-116,-116,-116,-118,-115,-117,-116,-116,-117,366,0.24960000000000002
HDOK,PLOK,17472,20,20,-126,-10,11,2,33,-115,-117,-117,-117,-117,-118,-114,-116,-116,-118,-115,-117,-115,-117,-118,-117,-115,-117,-118,-116,-117,-116,-117,-117,-116,-117,-118,-117,-118,-118,-118,-117,-116,366,0.5344000000000001
HDOK,PLOK,17472,21,21,-123,-8,11,2,33,-116,-117,-118,-116,-117,-119,-117,-117,-115,-117,-117,-117,-118,-117,-117,-116,-117,-116,-117,-118,-116,-117,-117,-117,-117,-116,-117,-115,-116,-116,-118,-117,-116,366,0.2624
HDOK,PLOK,17472,22,22,-123,-8,11,2,33,-115,-117,-114,-132,-117,-114,-117,-117,-116,-117,-117,-118,-118,-116,-115,-115,-114,-116,-116,-114,-115,-117,-114,-118,-115,-116,-118,-117,-118,-115,-116,-115,-116,366,1.0656
HDOK,PLOK,17472,23,23,-124,-9,11,2,33,-118,-116,-116,-115,-115,-116,-115,-115,-118,-116,-117,-116,-117,-116,-118,-119,-117,-117,-118,-116,-116,-117,-118,-117,-117,-118,-117,-116,-115,-117,-116,-113,-115,366,0.7296
HDOK,PLOK,17472,24,24,-123,-8,11,2,33,-115,-116,-119,-117,-115,-116,-118,-115,-117,-116,-116,-118,-117,-116,-116,-116,-117,-116,-117,-118,-117,-117,-117,-118,-116,-116,-119,-115,-116,-117,-116,-116,-116,366,0.4096
HDOK,PLOK,17472,25,25,-125,-9,11,2,33,-117,-117,-116,-116,-115,-116,-117,-116,-117,-117,-116,-117,-117,-115,-116,-116,-116,-117,-117,-117,-116,-117,-117,-116,-117,-119,-116,-114,-118,-117,-117,-117,-116,366,0.2464
HDOK,PLOK,17472,26,26,-124,-8,11,2,33,-116,-115,-118,-114,-115,-116,-116,-117,-117,-117,-115,-116,-118,-115,-117,-117,-118,-115,-116,-115,-116,-117,-117,-116,-116,-116,-118,-117,-119,-117,-116,-115,-116,366,0.6016
HDOK,PLOK,17472,27,27,-122,-7,11,2,33,-115,-118,-117,-115,-117,-116,-117,-116,-118,-117,-117,-117,-117,-117,-116,-116,-117,-116,-115,-119,-118,-115,-117,-116,-116,-117,-116,-117,-116,-115,-115,-118,-117,366,0.4896000000000001
HDOK,PLOK,17472,28,28,-123,-7,11,2,33,-115,-115,-118,-116,-116,-117,-115,-116,-116,-118,-116,-115,-117,-117,-115,-117,-116,-116,-118,-117,-118,-116,-116,-117,-115,-117,-115,-116,-118,-116,-117,-117,-115,366,0.6016
HDOK,PLOK,17472,29,29,-124,-9,11,2,33,-117,-117,-117,-117,-116,-117,-116,-116,-117,-118,-116,-119,-118,-117,-117,-117,-117,-117,-116,-119,-116,-116,-117,-117,-117,-117,-117,-117,-116,-117,-117,-117,-115,366,0.16
HDOK,PLOK,17472,30,30,-121,-6,11,2,33,-116,-116,-116,-114,-117,-118,-116,-117,-117,-116,-120,-116,-116,-115,-116,-117,-116,-117,-117,-116,-116,-116,-117,-116,-115,-117,-116,-116,-116,-115,-117,-118,-117,366,0.23040000000000002
HDOK,PLOK,17472,31,31,-124,-8,11,2,33,-115,-117,-118,-118,-118,-116,-119,-116,-118,-118,-118,-118,-116,-117,-115,-117,-116,-117,-117,-116,-116,-118,-117,-117,-116,-117,-117,-116,-117,-117,-117,-115,-116,366,0.5056
HDOK,PLOK,17472,32,32,-121,-6,11,2,33,-118,-117,-118,-115,-117,-115,-118,-116,-116,-116,-116,-124,-117,-117,-117,-116,-116,-132,-118,-115,-116,-117,-116,-115,-116,-116,-116,-117,-117,-117,-116,-116,-117,366,0.4064000000000001
HDOK,PLOK,17472,33,33,-122,-7,11,2,33,-117,-117,-117,-117,-116,-117,-118,-116,-117,-115,-116,-116,-116,-115,-118,-116,-117,-118,-116,-115,-116,-117,-116,-117,-118,-115,-115,-116,-115,-118,-117,-116,-117,366,0.48640000000000005
HDOK,PLOK,17472,34,34,-123,-7,11,2,33,-114,-117,-118,-117,-116,-117,-116,-116,-118,-116,-115,-117,-118,-116,-116,-115,-116,-117,-116,-117,-115,-117,-117,-118,-118,-117,-116,-117,-115,-116,-117,-116,-115,366,0.48640000000000005
HDOK,PLOK,17472,35,35,-125,-10,11,2,33,-117,-117,-118,-116,-116,-118,-116,-116,-117,-119,-117,-116,-118,-116,-114,-119,-117,-117,-115,-116,-117,-116,-117,-118,-117,-116,-116,-116,-117,-116,-117,-117,-117,366,0.37760000000000005
HDOK,PLOK,17472,36,36,-126,-10,11,2,33,-115,-117,-116,-116,-118,-118,-117,-118,-117,-116,-116,-118,-117,-117,-116,-117,-118,-116,-116,-121,-118,-116,-115,-118,-116,-115,-116,-118,-117,-116,-117,-117,-116,366,0.5824
HDOK,PLOK,17472,37,37,-125,-9,11,2,33,-117,-116,-118,-116,-117,-116,-117,-117,-118,-117,-116,-116,-118,-117,-117,-115,-118,-116,-116,-117,-117,-118,-115,-116,-116,-114,-117,-117,-114,-117,-116,-117,-116,366,0.32
HDOK,PLOK,17472,38,38,-124,-8,11,2,33,-117,-116,-114,-117,-116,-115,-117,-116,-117,-115,-115,-117,-117,-117,-116,-115,-117,-117,-117,-118,-115,-117,-116,-115,-117,-116,-117,-116,-116,-117,-118,-116,-115,366,0.5376000000000001
HDOK,PLOK,17472,39,39,-119,-4,11,2,33,-116,-116,-115,-116,-118,-117,-117,-115,-116,-116,-115,-117,-116,-115,-117,-116,-115,-116,-119,-116,-116,-117,-115,-116,-115,-116,-114,-117,-115,-116,-116,-116,-118,366,0.4
HDOK,PLOK,17472,40,40,-125,-9,11,2,33,-115,-116,-117,-117,-118,-117,-117,-116,-116,-117,-117,-117,-118,-116,-117,-118,-116,-118,-119,-115,-117,-116,-117,-118,-116,-116,-116,-116,-116,-116,-118,-117,-116,366,0.45760000000000006
HDOK,PLOK,17472,41,41,-120,-5,11,2,33,-116,-117,-116,-117,-118,-114,-117,-118,-115,-115,-115,-115,-116,-117,-116,-118,-116,-116,-117,-117,-117,-116,-116,-117,-115,-115,-114,-115,-114,-115,-115,-116,-118,366,0.64
HDOK,PLOK,17472,42,42,-122,-6,11,2,33,-115,-115,-116,-117,-116,-116,-116,-117,-117,-117,-118,-117,-118,-116,-117,-117,-118,-116,-117,-115,-115,-118,-118,-116,-115,-115,-117,-116,-118,-116,-115,-116,-114,366,0.7103999999999999
HDOK,PLOK,17472,43,43,-124,-8,11,2,33,-116,-116,-116,-116,-117,-117,-117,-117,-116,-116,-117,-116,-116,-116,-117,-115,-117,-117,-117,-118,-118,-118,-116,-116,-115,-116,-117,-117,-116,-116,-117,-116,-117,366,0.24960000000000002
HDOK,PLOK,17472,44,44,-122,-7,11,2,33,-113,-117,-119,-117,-118,-115,-115,-116,-117,-116,-118,-118,-116,-116,-118,-116,-116,-118,-117,-117,-117,-117,-116,-116,-118,-117,-116,-116,-115,-116,-117,-115,-115,366,0.6496000000000001
HDOK,PLOK,17472,45,45,-124,-8,11,2,33,-115,-116,-117,-116,-117,-117,-116,-117,-117,-117,-118,-117,-115,-116,-116,-116,-117,-116,-117,-116,-116,-118,-116,-116,-117,-118,-117,-115,-118,-117,-118,-115,-117,366,0.32
HDOK,PLOK,17472,46,46,-123,-7,11,2,33,-115,-115,-116,-117,-118,-118,-115,-116,-116,-118,-117,-118,-116,-114,-117,-118,-116,-117,-118,-117,-117,-116,-115,-117,-115,-115,-116,-117,-116,-116,-117,-117,-118,366,0.7296
HDOK,PLOK,17472,47,47,-121,-6,11,2,33,-115,-116,-117,-117,-117,-117,-116,-116,-116,-116,-116,-115,-117,-117,-115,-113,-117,-117,-118,-116,-117,-115,-115,-117,-114,-115,-117,-116,-116,-117,-116,-116,-116,366,0.4800000000000001
HDOK,PLOK,17472,48,48,-123,-8,11,2,33,-116,-116,-117,-115,-118,-118,-113,-117,-116,-124,-117,-118,-116,-116,-116,-116,-118,-117,-117,-117,-116,-116,-117,-116,-118,-117,-116,-116,-118,-117,-116,-116,-116,366,0.48
HDOK,PLOK,17472,49,49,-124,-8,11,2,33,-117,-115,-116,-117,-117,-115,-118,-116,-117,-116,-115,-117,-116,-115,-115,-116,-117,-115,-117,-116,-118,-116,-117,-117,-113,-116,-116,-117,-118,-117,-116,-117,-117,366,0.47040000000000004
HDOK,PLOK,17472,50,50,-124,-9,11,2,33,-117,-118,-116,-115,-118,-117,-116,-116,-116,-116,-117,-118,-117,-116,-117,-115,-118,-116,-117,-117,-116,-117,-116,-117,-116,-117,-115,-117,-117,-116,-114,-116,-116,366,0.24960000000000002
