average_rssi,rssi_variance,snr,average_snr,sf,tp,location_id
-77.0,6.140589569160997,6.0,6.0,10.0,2.0,328
-77.0,2.7120181405895685,7.0,7.0,10.0,2.0,328
-77.0,2.426303854875283,6.0,6.0,10.0,2.0,328
-78.0,0.91156462585034,9.0,9.0,10.0,2.0,328
-78.0,1.487528344671202,9.0,9.0,10.0,2.0,328
-79.0,1.895691609977324,9.0,9.0,10.0,2.0,328
-79.0,4.340136054421768,9.0,9.0,10.0,2.0,328
-78.0,1.6507936507936507,9.0,9.0,10.0,2.0,328
-79.0,1.1020408163265305,9.0,9.0,10.0,2.0,328
-79.0,1.09297052154195,9.0,9.0,10.0,2.0,328
-78.0,1.895691609977324,9.0,9.0,10.0,2.0,328
-78.0,5.1564625850340144,8.0,8.0,10.0,2.0,328
-77.0,4.249433106575964,6.0,6.0,10.0,2.0,328
-77.0,3.10657596371882,7.0,7.0,10.0,2.0,328
-76.0,5.759637188208616,7.0,7.0,10.0,2.0,328
-77.0,5.514739229024944,7.0,7.0,10.0,2.0,328
-77.0,2.807256235827664,6.0,6.0,10.0,2.0,328
-78.0,3.188208616780045,7.0,7.0,10.0,2.0,328
-77.0,0.9659863945578232,6.0,6.0,10.0,2.0,328
-76.0,6.56235827664399,8.0,8.0,10.0,2.0,328
-77.0,1.0793650793650793,7.0,7.0,10.0,2.0,328
-62.0,2.8163265306122445,9.0,9.0,10.0,2.0,330
-64.0,2.154195011337868,9.0,9.0,10.0,2.0,330
-65.0,2.2358276643990926,8.0,8.0,10.0,2.0,330
-65.0,2.4399092970521536,8.0,8.0,10.0,2.0,330
-65.0,2.4353741496598635,7.0,7.0,10.0,2.0,330
-65.0,5.523809523809524,8.0,8.0,10.0,2.0,330
-65.0,3.6099773242630384,8.0,8.0,10.0,2.0,330
-70.0,5.10657596371882,7.0,7.0,10.0,2.0,330
-67.0,1.673469387755102,7.0,7.0,10.0,2.0,330
-66.0,2.9024943310657587,7.0,7.0,10.0,2.0,330
-65.0,1.895691609977324,7.0,7.0,10.0,2.0,330
-66.0,5.47392290249433,7.0,7.0,10.0,2.0,330
-66.0,2.467120181405895,8.0,8.0,10.0,2.0,330
-65.0,0.6303854875283446,7.0,7.0,10.0,2.0,330
-65.0,4.752834467120182,8.0,8.0,10.0,2.0,330
-66.0,4.058956916099774,7.0,7.0,10.0,2.0,330
-65.0,2.535147392290249,8.0,8.0,10.0,2.0,330
-65.0,4.789115646258502,7.0,7.0,10.0,2.0,330
-65.0,3.2018140589569164,8.0,8.0,10.0,2.0,330
-64.0,3.0385487528344672,8.0,8.0,10.0,2.0,330
-65.0,3.419501133786848,8.0,8.0,10.0,2.0,330
-65.0,2.91156462585034,8.0,8.0,10.0,2.0,330
-65.0,5.514739229024944,8.0,8.0,10.0,2.0,330
-64.0,1.7052154195011335,8.0,8.0,10.0,2.0,330
-64.0,1.569160997732426,9.0,9.0,10.0,2.0,330
-65.0,1.4829931972789114,7.0,7.0,10.0,2.0,330
-65.0,1.673469387755102,7.0,7.0,10.0,2.0,330
-65.0,3.800453514739229,7.0,7.0,10.0,2.0,330
-65.0,1.7460317460317465,7.0,7.0,10.0,2.0,330
-65.0,2.2766439909297045,7.0,7.0,10.0,2.0,330
-65.0,2.217687074829932,8.0,8.0,10.0,2.0,330
-64.0,5.365079365079366,8.0,8.0,10.0,2.0,330
-65.0,1.1337868480725626,7.0,7.0,10.0,2.0,330
-65.0,2.91156462585034,8.0,8.0,10.0,2.0,330
-65.0,1.4285714285714286,8.0,8.0,10.0,2.0,330
-64.0,5.1065759637188215,8.0,8.0,10.0,2.0,330
-65.0,2.1405895691609973,8.0,8.0,10.0,2.0,330
-65.0,1.809523809523809,7.0,7.0,10.0,2.0,330
-66.0,1.1746031746031749,7.0,7.0,10.0,2.0,330
-65.0,3.8412698412698414,7.0,7.0,10.0,2.0,330
-65.0,1.0068027210884352,7.0,7.0,10.0,2.0,330
-65.0,1.741496598639456,8.0,8.0,10.0,2.0,330
-64.0,1.990929705215419,8.0,8.0,10.0,2.0,330
-65.0,1.7414965986394564,7.0,7.0,10.0,2.0,330
-65.0,3.26984126984127,8.0,8.0,10.0,2.0,330
-65.0,3.2925170068027207,7.0,7.0,10.0,2.0,330
-65.0,1.6462585034013608,8.0,8.0,10.0,2.0,330
-64.0,2.625850340136054,8.0,8.0,10.0,2.0,330
-67.0,1.9501133786848068,6.0,6.0,10.0,2.0,330
-66.0,4.965986394557824,7.0,7.0,10.0,2.0,330
-72.0,4.489795918367348,8.0,8.0,10.0,2.0,334
-70.0,4.489795918367348,8.0,8.0,10.0,2.0,334
-72.0,1.936507936507936,7.0,7.0,10.0,2.0,334
-72.0,2.943310657596372,6.0,6.0,10.0,2.0,334
-83.0,3.142857142857143,7.0,7.0,10.0,2.0,334
-83.0,3.8548752834467113,8.0,8.0,10.0,2.0,334
-83.0,4.086167800453515,7.0,7.0,10.0,2.0,334
-84.0,1.6462585034013604,7.0,7.0,10.0,2.0,334
-81.0,2.1904761904761907,9.0,9.0,10.0,2.0,334
-81.0,2.693877551020408,8.0,8.0,10.0,2.0,334
-81.0,2.0861678004535142,8.0,8.0,10.0,2.0,334
-79.0,3.0068027210884347,9.0,9.0,10.0,2.0,334
-79.0,3.6326530612244894,8.0,8.0,10.0,2.0,334
-83.0,5.514739229024944,6.0,6.0,10.0,2.0,334
-83.0,1.297052154195011,8.0,8.0,10.0,2.0,334
-83.0,2.4353741496598635,7.0,7.0,10.0,2.0,334
-83.0,5.188208616780044,6.0,6.0,10.0,2.0,334
-83.0,1.6462585034013602,8.0,8.0,10.0,2.0,334
-83.0,5.297052154195011,7.0,7.0,10.0,2.0,334
-77.0,3.4603174603174613,6.0,6.0,10.0,2.0,334
-81.0,3.2018140589569155,7.0,7.0,10.0,2.0,334
-70.0,11.29705215419501,8.0,8.0,10.0,2.0,334
-77.0,8.503401360544217,8.0,8.0,10.0,2.0,334
-75.0,2.204081632653061,8.0,8.0,10.0,2.0,334
-73.0,1.895691609977324,9.0,9.0,10.0,2.0,334
-75.0,3.800453514739228,8.0,8.0,10.0,2.0,334
-82.0,3.378684807256236,8.0,8.0,10.0,2.0,334
-84.0,8.884353741496598,8.0,8.0,10.0,2.0,334
-78.0,2.467120181405896,9.0,9.0,10.0,2.0,334
-77.0,3.0929705215419494,9.0,9.0,10.0,2.0,334
-77.0,7.07936507936508,8.0,8.0,10.0,2.0,334
-78.0,3.4739229024943303,9.0,9.0,10.0,2.0,334
-78.0,6.88888888888889,9.0,9.0,10.0,2.0,334
-79.0,4.476190476190476,9.0,9.0,10.0,2.0,334
-77.0,1.0385487528344672,7.0,7.0,10.0,2.0,334
-78.0,4.857142857142857,9.0,9.0,10.0,2.0,334
-77.0,2.91609977324263,8.0,8.0,10.0,2.0,334
-83.0,5.664399092970521,7.0,7.0,10.0,2.0,334
-78.0,3.487528344671202,9.0,9.0,10.0,2.0,334
-78.0,1.7732426303854874,9.0,9.0,10.0,2.0,334
-79.0,1.251700680272109,9.0,9.0,10.0,2.0,334
-79.0,4.680272108843538,8.0,8.0,10.0,2.0,334
-86.0,6.045351473922902,8.0,8.0,10.0,2.0,334
-77.0,6.489795918367348,8.0,8.0,10.0,2.0,334
-81.0,3.800453514739229,8.0,8.0,10.0,2.0,334
-81.0,9.66439909297052,9.0,9.0,10.0,2.0,334
-82.0,3.4421768707483005,8.0,8.0,10.0,2.0,334
-81.0,3.487528344671202,7.0,7.0,10.0,2.0,334
-82.0,7.188208616780044,7.0,7.0,10.0,2.0,334
-79.0,3.863945578231292,9.0,9.0,10.0,2.0,334
-71.0,2.045351473922901,7.0,7.0,10.0,2.0,336
-72.0,1.0385487528344672,8.0,8.0,10.0,2.0,336
-72.0,4.108843537414967,7.0,7.0,10.0,2.0,336
-72.0,2.965986394557823,7.0,7.0,10.0,2.0,336
-72.0,1.705215419501133,6.0,6.0,10.0,2.0,336
-72.0,2.6575963718820863,7.0,7.0,10.0,2.0,336
-71.0,3.800453514739229,6.0,6.0,10.0,2.0,336
-72.0,2.6303854875283443,7.0,7.0,10.0,2.0,336
-72.0,2.122448979591836,7.0,7.0,10.0,2.0,336
-72.0,3.5691609977324257,6.0,6.0,10.0,2.0,336
-72.0,4.625850340136053,7.0,7.0,10.0,2.0,336
-72.0,2.095238095238096,7.0,7.0,10.0,2.0,336
-72.0,2.340136054421768,6.0,6.0,10.0,2.0,336
-71.0,1.2290249433106577,6.0,6.0,10.0,2.0,336
-72.0,3.5510204081632644,7.0,7.0,10.0,2.0,336
-72.0,1.4739229024943308,7.0,7.0,10.0,2.0,336
-73.0,1.378684807256236,9.0,9.0,10.0,2.0,336
-73.0,2.2358276643990926,9.0,9.0,10.0,2.0,336
-77.0,2.058956916099773,7.0,7.0,10.0,2.0,336
-74.0,5.582766439909298,9.0,9.0,10.0,2.0,336
-73.0,3.156462585034014,9.0,9.0,10.0,2.0,336
-75.0,4.775510204081634,8.0,8.0,10.0,2.0,336
-72.0,3.759637188208616,9.0,9.0,10.0,2.0,336
-72.0,3.188208616780045,7.0,7.0,10.0,2.0,336
-73.0,1.6507936507936505,9.0,9.0,10.0,2.0,336
-72.0,1.99092970521542,7.0,7.0,10.0,2.0,336
-72.0,3.2925170068027207,8.0,8.0,10.0,2.0,336
-73.0,4.126984126984128,9.0,9.0,10.0,2.0,336
-76.0,7.197278911564627,7.0,7.0,10.0,2.0,336
-74.0,7.25170068027211,9.0,9.0,10.0,2.0,336
-76.0,1.9047619047619049,8.0,8.0,10.0,2.0,336
-72.0,1.569160997732426,8.0,8.0,10.0,2.0,336
-74.0,2.1405895691609973,9.0,9.0,10.0,2.0,336
-72.0,4.235827664399092,7.0,7.0,10.0,2.0,336
-72.0,2.058956916099773,9.0,9.0,10.0,2.0,336
-73.0,2.4897959183673466,8.0,8.0,10.0,2.0,336
-73.0,3.773242630385488,9.0,9.0,10.0,2.0,336
-73.0,3.678004535147393,8.0,8.0,10.0,2.0,336
-72.0,3.8231292517006814,6.0,6.0,10.0,2.0,336
-72.0,4.154195011337869,6.0,6.0,10.0,2.0,336
-72.0,6.2766439909297045,7.0,7.0,10.0,2.0,336
-72.0,3.156462585034014,7.0,7.0,10.0,2.0,336
-72.0,3.1020408163265305,6.0,6.0,10.0,2.0,336
-71.0,2.6167800453514736,7.0,7.0,10.0,2.0,336
-72.0,3.773242630385488,6.0,6.0,10.0,2.0,336
-72.0,5.28344671201814,7.0,7.0,10.0,2.0,336
-72.0,0.7120181405895691,6.0,6.0,10.0,2.0,336
-72.0,1.1564625850340131,7.0,7.0,10.0,2.0,336
-72.0,1.46031746031746,7.0,7.0,10.0,2.0,336
-72.0,2.3718820861678,7.0,7.0,10.0,2.0,336
-79.0,1.800453514739229,9.0,9.0,10.0,2.0,340
-79.0,1.2698412698412695,9.0,9.0,10.0,2.0,340
-78.0,2.5079365079365075,9.0,9.0,10.0,2.0,340
-79.0,3.392290249433106,9.0,9.0,10.0,2.0,340
-79.0,1.6643990929705208,9.0,9.0,10.0,2.0,340
-79.0,2.7210884353741496,9.0,9.0,10.0,2.0,340
-79.0,2.3310657596371875,9.0,9.0,10.0,2.0,340
-78.0,2.6167800453514736,9.0,9.0,10.0,2.0,340
-79.0,3.2925170068027207,9.0,9.0,10.0,2.0,340
-79.0,1.5827664399092969,9.0,9.0,10.0,2.0,340
-79.0,5.609977324263038,9.0,9.0,10.0,2.0,340
-79.0,3.4421768707483005,9.0,9.0,10.0,2.0,340
-79.0,1.8367346938775504,9.0,9.0,10.0,2.0,340
-79.0,4.18140589569161,9.0,9.0,10.0,2.0,340
-79.0,1.990929705215419,9.0,9.0,10.0,2.0,340
-79.0,5.197278911564625,9.0,9.0,10.0,2.0,340
-79.0,3.578231292517006,9.0,9.0,10.0,2.0,340
-79.0,4.521541950113378,9.0,9.0,10.0,2.0,340
-79.0,2.3718820861678,9.0,9.0,10.0,2.0,340
-81.0,4.18140589569161,8.0,8.0,10.0,2.0,340
-81.0,3.0113378684807257,8.0,8.0,10.0,2.0,340
-79.0,4.6984126984127,8.0,8.0,10.0,2.0,340
-78.0,0.9160997732426304,8.0,8.0,10.0,2.0,340
-83.0,3.8231292517006814,7.0,7.0,10.0,2.0,340
-78.0,1.7732426303854874,9.0,9.0,10.0,2.0,340
-79.0,4.916099773242631,9.0,9.0,10.0,2.0,340
-79.0,4.045351473922902,9.0,9.0,10.0,2.0,340
-79.0,3.378684807256235,9.0,9.0,10.0,2.0,340
-79.0,3.1700680272108834,9.0,9.0,10.0,2.0,340
-79.0,5.868480725623583,9.0,9.0,10.0,2.0,340
-79.0,1.4829931972789112,9.0,9.0,10.0,2.0,340
-79.0,1.346938775510204,8.0,8.0,10.0,2.0,340
-82.0,1.854875283446712,7.0,7.0,10.0,2.0,340
-79.0,4.8480725623582765,9.0,9.0,10.0,2.0,340
-83.0,1.8367346938775504,8.0,8.0,10.0,2.0,340
-81.0,0.6575963718820862,8.0,8.0,10.0,2.0,340
-81.0,3.0385487528344663,9.0,9.0,10.0,2.0,340
-77.0,3.990929705215419,9.0,9.0,10.0,2.0,340
-81.0,4.721088435374149,8.0,8.0,10.0,2.0,340
-84.0,3.0068027210884347,9.0,9.0,10.0,2.0,340
-78.0,2.0861678004535147,9.0,9.0,10.0,2.0,340
-79.0,3.1700680272108834,9.0,9.0,10.0,2.0,340
-79.0,1.1020408163265305,9.0,9.0,10.0,2.0,340
-79.0,1.895691609977324,9.0,9.0,10.0,2.0,340
-78.0,4.285714285714286,9.0,9.0,10.0,2.0,340
-79.0,4.140589569160997,9.0,9.0,10.0,2.0,340
-82.0,3.28344671201814,8.0,8.0,10.0,2.0,340
-79.0,2.807256235827664,9.0,9.0,10.0,2.0,340
-79.0,3.673469387755101,9.0,9.0,10.0,2.0,340
-82.0,2.91609977324263,8.0,8.0,10.0,2.0,340
-86.0,2.8480725623582765,9.0,9.0,10.0,2.0,344
-87.0,1.895691609977324,8.0,8.0,10.0,2.0,344
-88.0,1.9501133786848068,7.0,7.0,10.0,2.0,344
-90.0,1.3242630385487528,9.0,9.0,10.0,2.0,344
-89.0,3.5827664399092973,6.0,6.0,10.0,2.0,344
-89.0,1.5374149659863945,9.0,9.0,10.0,2.0,344
-87.0,2.317460317460317,8.0,8.0,10.0,2.0,344
-87.0,3.297052154195012,9.0,9.0,10.0,2.0,344
-87.0,1.1564625850340131,8.0,8.0,10.0,2.0,344
-86.0,1.895691609977324,9.0,9.0,10.0,2.0,344
-86.0,2.0544217687074826,9.0,9.0,10.0,2.0,344
-86.0,4.331065759637188,8.0,8.0,10.0,2.0,344
-86.0,3.392290249433106,8.0,8.0,10.0,2.0,344
-86.0,5.759637188208616,8.0,8.0,10.0,2.0,344
-86.0,1.741496598639455,8.0,8.0,10.0,2.0,344
-85.0,2.0453514739229024,8.0,8.0,10.0,2.0,344
-87.0,2.5986394557823123,8.0,8.0,10.0,2.0,344
-86.0,5.868480725623583,8.0,8.0,10.0,2.0,344
-86.0,2.8208616780045355,8.0,8.0,10.0,2.0,344
-86.0,2.91609977324263,8.0,8.0,10.0,2.0,344
-86.0,4.222222222222223,8.0,8.0,10.0,2.0,344
-86.0,1.678004535147392,8.0,8.0,10.0,2.0,344
-87.0,2.331065759637188,8.0,8.0,10.0,2.0,344
-93.0,7.963718820861678,8.0,8.0,10.0,2.0,344
-87.0,3.854875283446712,8.0,8.0,10.0,2.0,344
-88.0,4.299319727891158,7.0,7.0,10.0,2.0,344
-86.0,3.387755102040816,8.0,8.0,10.0,2.0,344
-86.0,3.746031746031747,9.0,9.0,10.0,2.0,344
-86.0,2.317460317460317,8.0,8.0,10.0,2.0,344
-85.0,0.91609977324263,9.0,9.0,10.0,2.0,344
-85.0,2.91609977324263,9.0,9.0,10.0,2.0,344
-87.0,2.6575963718820863,7.0,7.0,10.0,2.0,344
-88.0,1.324263038548753,7.0,7.0,10.0,2.0,344
-89.0,1.768707482993197,7.0,7.0,10.0,2.0,344
-85.0,8.154195011337869,9.0,9.0,10.0,2.0,344
-88.0,2.3129251700680262,6.0,6.0,10.0,2.0,344
-87.0,3.4421768707483,7.0,7.0,10.0,2.0,344
-86.0,5.297052154195011,8.0,8.0,10.0,2.0,344
-86.0,2.217687074829932,8.0,8.0,10.0,2.0,344
-87.0,4.394557823129253,7.0,7.0,10.0,2.0,344
-88.0,5.664399092970521,8.0,8.0,10.0,2.0,344
-87.0,2.217687074829932,7.0,7.0,10.0,2.0,344
-88.0,5.142857142857143,6.0,6.0,10.0,2.0,344
-93.0,2.8208616780045355,7.0,7.0,10.0,2.0,344
-89.0,2.2494331065759634,7.0,7.0,10.0,2.0,344
-89.0,4.521541950113378,8.0,8.0,10.0,2.0,344
-89.0,3.297052154195012,7.0,7.0,10.0,2.0,344
-88.0,1.3242630385487528,7.0,7.0,10.0,2.0,344
-88.0,2.603174603174603,7.0,7.0,10.0,2.0,344
-86.0,4.752834467120181,8.0,8.0,10.0,2.0,344
-96.0,1.251700680272109,9.0,9.0,10.0,2.0,348
-94.0,2.8480725623582765,6.0,6.0,10.0,2.0,348
-94.0,2.5215419501133782,6.0,6.0,10.0,2.0,348
-93.0,4.902494331065759,7.0,7.0,10.0,2.0,348
-95.0,6.054421768707482,6.0,6.0,10.0,2.0,348
-93.0,1.950113378684807,8.0,8.0,10.0,2.0,348
-92.0,1.569160997732426,7.0,7.0,10.0,2.0,348
-94.0,4.571428571428571,7.0,7.0,10.0,2.0,348
-92.0,4.426303854875282,8.0,8.0,10.0,2.0,348
-91.0,2.2448979591836733,8.0,8.0,10.0,2.0,348
-94.0,3.7052154195011338,6.0,6.0,10.0,2.0,348
-100.0,9.4421768707483,7.0,7.0,10.0,2.0,348
-95.0,2.997732426303854,8.0,8.0,10.0,2.0,348
-92.0,2.4761904761904763,7.0,7.0,10.0,2.0,348
-93.0,1.7414965986394555,8.0,8.0,10.0,2.0,348
-92.0,4.0317460317460325,7.0,7.0,10.0,2.0,348
-96.0,2.2222222222222223,8.0,8.0,10.0,2.0,348
-93.0,3.28344671201814,7.0,7.0,10.0,2.0,348
-99.0,1.99092970521542,7.0,7.0,10.0,2.0,348
-92.0,0.8480725623582767,7.0,7.0,10.0,2.0,348
-99.0,3.0385487528344663,8.0,8.0,10.0,2.0,348
-93.0,4.630385487528345,7.0,7.0,10.0,2.0,348
-93.0,2.616780045351473,8.0,8.0,10.0,2.0,348
-94.0,1.895691609977324,7.0,7.0,10.0,2.0,348
-94.0,5.28344671201814,7.0,7.0,10.0,2.0,348
-98.0,1.2834467120181403,8.0,8.0,10.0,2.0,348
-92.0,5.460317460317461,8.0,8.0,10.0,2.0,348
-95.0,6.4399092970521545,8.0,8.0,10.0,2.0,348
-98.0,2.235827664399092,8.0,8.0,10.0,2.0,348
-98.0,4.331065759637188,7.0,7.0,10.0,2.0,348
-93.0,1.09297052154195,6.0,6.0,10.0,2.0,348
-93.0,1.7142857142857142,7.0,7.0,10.0,2.0,348
-93.0,1.8639455782312924,7.0,7.0,10.0,2.0,348
-95.0,5.06122448979592,7.0,7.0,10.0,2.0,348
-94.0,0.7755102040816326,6.0,6.0,10.0,2.0,348
-94.0,3.895691609977325,7.0,7.0,10.0,2.0,348
-96.0,6.4399092970521545,8.0,8.0,10.0,2.0,348
-96.0,2.5079365079365075,8.0,8.0,10.0,2.0,348
-96.0,8.154195011337869,8.0,8.0,10.0,2.0,348
-94.0,4.625850340136053,7.0,7.0,10.0,2.0,348
-96.0,8.712018140589569,9.0,9.0,10.0,2.0,348
-93.0,2.7528344671201816,7.0,7.0,10.0,2.0,348
-94.0,4.108843537414967,7.0,7.0,10.0,2.0,348
-93.0,2.680272108843537,7.0,7.0,10.0,2.0,348
-94.0,2.793650793650793,8.0,8.0,10.0,2.0,348
-94.0,2.997732426303854,7.0,7.0,10.0,2.0,348
-95.0,2.7120181405895685,9.0,9.0,10.0,2.0,348
-96.0,2.585034013605442,8.0,8.0,10.0,2.0,348
-96.0,6.18140589569161,8.0,8.0,10.0,2.0,348
-94.0,4.657596371882086,7.0,7.0,10.0,2.0,348
-94.0,2.997732426303854,6.0,6.0,10.0,2.0,354
-96.0,1.2970521541950115,9.0,9.0,10.0,2.0,354
-96.0,3.678004535147392,8.0,8.0,10.0,2.0,354
-94.0,2.058956916099773,8.0,8.0,10.0,2.0,354
-96.0,1.5827664399092969,8.0,8.0,10.0,2.0,354
-98.0,2.562358276643991,8.0,8.0,10.0,2.0,354
-95.0,2.848072562358276,9.0,9.0,10.0,2.0,354
-96.0,2.426303854875283,9.0,9.0,10.0,2.0,354
-95.0,2.18140589569161,9.0,9.0,10.0,2.0,354
-95.0,2.0861678004535142,9.0,9.0,10.0,2.0,354
-120.0,2.503401360544217,-5.0,-5.0,10.0,2.0,354
-92.0,3.174603174603175,7.0,7.0,10.0,2.0,354
-99.0,4.816326530612245,7.0,7.0,10.0,2.0,354
-103.0,1.4603174603174602,7.0,7.0,10.0,2.0,354
-94.0,2.503401360544217,6.0,6.0,10.0,2.0,354
-94.0,1.387755102040816,7.0,7.0,10.0,2.0,354
-95.0,1.45578231292517,9.0,9.0,10.0,2.0,354
-95.0,2.317460317460317,4.0,4.0,10.0,2.0,354
-94.0,2.122448979591836,6.0,6.0,10.0,2.0,354
-99.0,2.3129251700680262,7.0,7.0,10.0,2.0,354
-96.0,4.013605442176872,8.0,8.0,10.0,2.0,354
-99.0,1.6099773242630386,7.0,7.0,10.0,2.0,354
-99.0,1.0929705215419498,7.0,7.0,10.0,2.0,354
-99.0,1.5147392290249433,7.0,7.0,10.0,2.0,354
-105.0,2.317460317460317,5.0,5.0,10.0,2.0,354
-98.0,0.72562358276644,8.0,8.0,10.0,2.0,354
-99.0,1.619047619047619,8.0,8.0,10.0,2.0,354
-101.0,4.3718820861678,8.0,8.0,10.0,2.0,354
-101.0,2.344671201814059,8.0,8.0,10.0,2.0,354
-99.0,1.895691609977324,7.0,7.0,10.0,2.0,354
-92.0,1.7732426303854874,8.0,8.0,10.0,2.0,354
-100.0,1.8231292517006803,7.0,7.0,10.0,2.0,354
-105.0,1.360544217687075,6.0,6.0,10.0,2.0,354
-96.0,5.038548752834467,8.0,8.0,10.0,2.0,354
-99.0,3.759637188208617,7.0,7.0,10.0,2.0,354
-98.0,1.1700680272108843,7.0,7.0,10.0,2.0,354
-98.0,3.959183673469388,8.0,8.0,10.0,2.0,354
-95.0,2.344671201814059,9.0,9.0,10.0,2.0,354
-96.0,3.079365079365079,8.0,8.0,10.0,2.0,354
-96.0,1.582766439909297,9.0,9.0,10.0,2.0,354
-96.0,0.9160997732426304,8.0,8.0,10.0,2.0,354
-95.0,7.460317460317461,8.0,8.0,10.0,2.0,354
-95.0,4.916099773242631,9.0,9.0,10.0,2.0,354
-96.0,4.217687074829931,9.0,9.0,10.0,2.0,354
-96.0,1.2698412698412695,9.0,9.0,10.0,2.0,354
-95.0,4.870748299319729,9.0,9.0,10.0,2.0,354
-96.0,1.673469387755102,9.0,9.0,10.0,2.0,354
-96.0,2.3310657596371875,8.0,8.0,10.0,2.0,354
-98.0,3.360544217687074,8.0,8.0,10.0,2.0,354
-98.0,4.997732426303854,8.0,8.0,10.0,2.0,354
-119.0,0.2993197278911565,-3.0,-3.0,10.0,2.0,356
-124.0,0.4671201814058957,-7.0,-7.0,10.0,2.0,356
-111.0,1.4285714285714286,2.0,2.0,10.0,2.0,356
-126.0,0.4263038548752834,-9.0,-9.0,10.0,2.0,356
-124.0,0.489795918367347,-7.0,-7.0,10.0,2.0,356
-125.0,0.3310657596371882,-8.0,-8.0,10.0,2.0,356
-126.0,0.3809523809523809,-9.0,-9.0,10.0,2.0,356
-127.0,0.2448979591836735,-10.0,-10.0,10.0,2.0,356
-129.0,0.5351473922902494,-12.0,-12.0,10.0,2.0,356
-131.0,0.3401360544217687,-13.0,-13.0,10.0,2.0,356
-131.0,0.2358276643990929,-14.0,-14.0,10.0,2.0,356
-130.0,0.18140589569161,-13.0,-13.0,10.0,2.0,356
-132.0,0.2222222222222222,-14.0,-14.0,10.0,2.0,356
-124.0,0.1814058956916099,-8.0,-8.0,10.0,2.0,356
-122.0,0.2494331065759637,-6.0,-6.0,10.0,2.0,356
-122.0,0.2358276643990929,-6.0,-6.0,10.0,2.0,356
-125.0,0.3174603174603175,-8.0,-8.0,10.0,2.0,356
-131.0,0.4263038548752834,-14.0,-14.0,10.0,2.0,356
-133.0,0.3446712018140589,-15.0,-15.0,10.0,2.0,356
-119.0,0.5215419501133787,-3.0,-3.0,10.0,2.0,356
-126.0,0.4671201814058957,-9.0,-9.0,10.0,2.0,356
-136.0,0.2494331065759637,-18.0,-18.0,10.0,2.0,356
-129.0,0.2040816326530613,-12.0,-12.0,10.0,2.0,356
-127.0,0.3945578231292517,-10.0,-10.0,10.0,2.0,356
-123.0,0.5351473922902492,-6.0,-6.0,10.0,2.0,356
-123.0,0.4671201814058957,-7.0,-7.0,10.0,2.0,356
-118.0,0.6666666666666666,-3.0,-3.0,10.0,2.0,356
-114.0,0.562358276643991,-1.0,-1.0,10.0,2.0,356
-117.0,0.3401360544217687,-2.0,-2.0,10.0,2.0,356
-112.0,0.7256235827664397,2.0,2.0,10.0,2.0,356
-121.0,0.4126984126984127,-5.0,-5.0,10.0,2.0,356
-120.0,0.6167800453514739,-4.0,-4.0,10.0,2.0,356
-116.0,0.4897959183673468,-1.0,-1.0,10.0,2.0,356
-128.0,0.3718820861678005,-11.0,-11.0,10.0,2.0,356
-119.0,0.3718820861678005,-3.0,-3.0,10.0,2.0,356
-125.0,0.1224489795918367,-8.0,-8.0,10.0,2.0,356
-120.0,0.3945578231292517,-4.0,-4.0,10.0,2.0,356
-121.0,0.4263038548752834,-5.0,-5.0,10.0,2.0,356
-121.0,0.5034013605442177,-5.0,-5.0,10.0,2.0,356
-121.0,0.3310657596371882,-5.0,-5.0,10.0,2.0,356
-129.0,0.344671201814059,-12.0,-12.0,10.0,2.0,356
-121.0,0.4671201814058957,-5.0,-5.0,10.0,2.0,356
-121.0,0.2494331065759637,-5.0,-5.0,10.0,2.0,356
-120.0,0.4399092970521541,-4.0,-4.0,10.0,2.0,356
-119.0,0.4671201814058957,-3.0,-3.0,10.0,2.0,356
-130.0,0.2448979591836735,-13.0,-13.0,10.0,2.0,356
-128.0,0.2494331065759637,-11.0,-11.0,10.0,2.0,356
-133.0,0.4263038548752834,-15.0,-15.0,10.0,2.0,356
-131.0,0.2448979591836735,-13.0,-13.0,10.0,2.0,356
-128.0,0.4671201814058957,-11.0,-11.0,10.0,2.0,356
-119.0,0.3401360544217687,-4.0,-4.0,10.0,2.0,356
-117.0,1.0385487528344672,-2.0,-2.0,10.0,2.0,360
-117.0,0.8888888888888887,-2.0,-2.0,10.0,2.0,360
-114.0,0.603174603174603,-1.0,-1.0,10.0,2.0,360
-114.0,0.4399092970521543,-1.0,-1.0,10.0,2.0,360
-117.0,0.6303854875283447,-2.0,-2.0,10.0,2.0,360
-117.0,0.3310657596371882,-2.0,-2.0,10.0,2.0,360
-119.0,0.4897959183673468,-3.0,-3.0,10.0,2.0,360
-118.0,0.344671201814059,-3.0,-3.0,10.0,2.0,360
-117.0,0.8843537414965987,-2.0,-2.0,10.0,2.0,360
-117.0,0.530612244897959,-2.0,-2.0,10.0,2.0,360
-118.0,0.4399092970521541,-3.0,-3.0,10.0,2.0,360
-117.0,0.4671201814058957,-2.0,-2.0,10.0,2.0,360
-117.0,0.9977324263038548,-2.0,-2.0,10.0,2.0,360
-117.0,0.5351473922902494,-2.0,-2.0,10.0,2.0,360
-116.0,0.5079365079365078,-1.0,-1.0,10.0,2.0,360
-118.0,1.0385487528344672,-2.0,-2.0,10.0,2.0,360
-113.0,2.140589569160997,0.0,0.0,10.0,2.0,360
