hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,rssi_variance
HDOK,PLOK,17472,11,9,-133,-17,12,2,58,-114,-117,-116,-116,-116,-115,-118,-116,-117,-116,-115,-116,-117,-117,-117,-117,-117,-116,-116,-119,-116,-115,-116,-117,-115,-117,-116,-118,-116,-116,-116,-116,-116,-118,-116,-116,-116,-117,-117,-117,-115,-117,-117,-115,-119,-117,-117,-117,-118,-115,-117,-118,-116,-117,-118,-117,-115,-116,370,0.7301097393689985
HDOK,PLOK,17472,12,10,-133,-18,12,2,58,-116,-118,-117,-116,-117,-116,-120,-116,-117,-117,-114,-116,-116,-117,-117,-117,-115,-117,-117,-117,-116,-116,-116,-117,-117,-117,-117,-116,-117,-114,-115,-117,-116,-118,-115,-115,-114,-116,-116,-116,-117,-116,-115,-116,-116,-114,-118,-115,-116,-116,-116,-116,-115,-116,-116,-117,-115,-117,370,0.75480109739369
HDOK,PLOK,17472,13,11,-128,-15,12,2,58,-116,-117,-117,-116,-116,-118,-117,-117,-116,-114,-118,-117,-115,-118,-115,-114,-116,-117,-117,-114,-117,-117,-116,-115,-117,-117,-118,-117,-116,-116,-117,-116,-114,-116,-117,-114,-115,-117,-117,-118,-116,-117,-116,-114,-118,-115,-116,-116,-117,-116,-116,-117,-115,-118,-116,-116,-116,-116,370,1.0524691358024694
HDOK,PLOK,17472,14,12,-130,-15,12,2,58,-116,-119,-117,-117,-115,-115,-117,-117,-116,-117,-115,-116,-114,-117,-114,-117,-116,-118,-116,-117,-117,-118,-116,-116,-117,-117,-114,-117,-116,-116,-117,-116,-114,-118,-117,-116,-118,-116,-115,-118,-118,-115,-117,-116,-117,-115,-117,-116,-116,-116,-115,-116,-116,-116,-118,-116,-116,-118,370,0.9739368998628256
HDOK,PLOK,17472,15,13,-130,-15,12,2,58,-115,-115,-117,-117,-116,-116,-118,-117,-115,-117,-114,-115,-118,-116,-116,-116,-115,-117,-117,-117,-115,-117,-117,-115,-117,-117,-115,-116,-117,-115,-116,-116,-115,-115,-117,-118,-116,-117,-116,-117,-116,-117,-115,-116,-115,-117,-115,-117,-116,-116,-116,-117,-116,-117,-115,-115,-117,-117,370,0.7314814814814815
HDOK,PLOK,17472,16,14,-130,-15,12,2,58,-115,-116,-116,-117,-115,-117,-118,-116,-115,-117,-116,-115,-114,-118,-116,-116,-117,-117,-115,-118,-115,-116,-118,-116,-117,-115,-116,-124,-116,-115,-116,-117,-115,-117,-116,-116,-116,-116,-114,-115,-115,-116,-116,-115,-118,-116,-114,-117,-117,-114,-117,-116,-116,-116,-117,-115,-115,-117,370,0.9413580246913582
HDOK,PLOK,17472,17,15,-131,-16,12,2,58,-116,-117,-115,-117,-119,-116,-115,-116,-116,-115,-115,-117,-115,-117,-115,-116,-118,-116,-115,-115,-117,-115,-116,-116,-116,-117,-114,-116,-116,-115,-117,-116,-116,-113,-114,-118,-118,-114,-116,-117,-116,-114,-117,-116,-115,-117,-114,-116,-119,-116,-117,-115,-114,-117,-116,-115,-115,-116,370,1.0617283950617287
HDOK,PLOK,17472,18,16,-130,-15,12,2,58,-114,-115,-118,-117,-117,-116,-116,-116,-115,-118,-115,-115,-117,-118,-115,-116,-117,-115,-117,-117,-114,-117,-116,-116,-117,-117,-115,-117,-115,-117,-116,-116,-114,-115,-115,-115,-115,-117,-115,-116,-116,-117,-115,-114,-116,-114,-115,-117,-116,-114,-116,-116,-117,-117,-115,-117,-117,-117,370,1.0154320987654322
HDOK,PLFL,17472,19,16,-134,-19,12,2,58,-117,-116,-118,-117,-116,-117,-115,-116,-115,-116,-118,-115,-116,-116,-117,-118,-115,-117,-117,-116,-117,-117,-114,-117,-115,-118,-116,-118,-116,-116,-116,-116,-117,-118,-115,-115,-117,-120,-117,-116,-115,-116,-118,-118,-116,-114,-116,-115,-116,-117,-117,-117,-117,-115,-117,-116,-115,-117,370,0.9043209876543211
HDOK,PLOK,17472,20,17,-135,-19,12,2,58,-115,-118,-116,-118,-118,-117,-115,-118,-116,-116,-115,-116,-114,-116,-115,-115,-117,-115,-115,-116,-115,-117,-117,-116,-118,-117,-117,-117,-116,-117,-117,-115,-114,-116,-117,-116,-114,-115,-117,-115,-115,-118,-116,-114,-116,-117,-114,-116,-116,-116,-116,-116,-116,-118,-116,-115,-117,-116,370,1.0685871056241425
