hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,11,11,-82,7,12,2,58,-76,-77,-76,-85,-83,-77,-85,-85,-77,-77,-77,-76,-77,-79,-76,-77,-77,-77,-83,-77,-77,-81,-78,-77,-77,-77,-77,-77,-83,-77,-77,-77,-77,-78,-82,-86,-77,-77,-77,-79,-80,-79,-77,-77,-85,-77,-77,-78,-78,-77,-77,-85,-77,-77,-81,-77,-77,-117,328,-79.22413793103448,-77.0,-77,5.7904
HDOK,PLOK,17472,12,12,-79,9,12,2,58,-76,-87,-75,-85,-83,-75,-85,-83,-75,-75,-77,-76,-76,-79,-76,-77,-76,-76,-83,-76,-76,-80,-77,-76,-76,-77,-76,-76,-83,-76,-76,-76,-80,-78,-81,-87,-77,-76,-77,-78,-84,-78,-76,-76,-85,-76,-76,-77,-77,-76,-76,-83,-76,-76,-82,-76,-80,-117,328,-78.91379310344827,-76.5,-76,8.0996
HDOK,PLOK,17472,13,13,-81,8,12,2,58,-76,-93,-76,-85,-83,-76,-85,-85,-76,-77,-77,-76,-76,-79,-77,-77,-76,-76,-83,-76,-76,-80,-77,-77,-76,-77,-77,-76,-83,-76,-76,-76,-78,-78,-81,-85,-76,-76,-76,-78,-81,-78,-76,-76,-87,-76,-77,-77,-77,-77,-76,-83,-77,-77,-76,-82,-76,-116,328,-79.05172413793103,-77.0,-76,7.6
HDOK,PLOK,17472,14,14,-81,9,12,2,58,-76,-83,-75,-85,-85,-75,-85,-87,-75,-75,-76,-76,-75,-81,-76,-77,-75,-76,-81,-75,-76,-82,-79,-77,-75,-77,-77,-76,-81,-75,-75,-75,-76,-77,-82,-85,-75,-76,-75,-78,-77,-77,-76,-75,-85,-75,-76,-77,-77,-76,-75,-83,-75,-75,-80,-75,-76,-117,328,-78.36206896551724,-76.0,-75,8.8036
HDOK,PLOK,17472,15,15,-79,8,12,2,58,-76,-77,-76,-85,-83,-76,-85,-83,-76,-76,-77,-76,-76,-78,-76,-77,-76,-76,-83,-77,-76,-80,-77,-76,-76,-77,-76,-76,-83,-76,-76,-76,-80,-78,-80,-85,-76,-76,-76,-77,-91,-78,-76,-76,-85,-75,-76,-77,-77,-76,-76,-82,-77,-81,-77,-76,-76,-117,328,-78.74137931034483,-76.5,-76,6.841600000000001
HDOK,PLOK,17472,16,16,-81,7,12,2,58,-75,-91,-75,-85,-83,-76,-85,-85,-76,-76,-76,-75,-76,-79,-76,-77,-76,-76,-82,-76,-76,-80,-77,-76,-76,-77,-76,-76,-82,-76,-75,-75,-77,-77,-80,-83,-76,-75,-76,-77,-83,-78,-76,-76,-85,-76,-76,-77,-77,-76,-76,-83,-75,-76,-75,-82,-75,-117,328,-78.58620689655173,-76.0,-76,7.92
HDOK,PLOK,17472,17,17,-81,9,12,2,58,-77,-91,-76,-85,-83,-77,-87,-85,-77,-77,-77,-77,-76,-79,-77,-78,-76,-77,-83,-76,-76,-81,-78,-77,-76,-77,-77,-77,-83,-76,-77,-76,-77,-78,-81,-85,-76,-77,-76,-78,-80,-78,-77,-77,-87,-77,-77,-77,-78,-77,-77,-85,-77,-77,-82,-77,-82,-117,328,-79.46551724137932,-77.0,-77,7.2884
HDOK,PLOK,17472,18,18,-79,9,12,2,58,-76,-88,-76,-85,-83,-76,-83,-87,-76,-76,-76,-76,-76,-80,-76,-77,-76,-76,-81,-76,-76,-82,-77,-77,-76,-77,-77,-76,-81,-76,-75,-75,-76,-77,-82,-77,-75,-75,-75,-78,-76,-77,-75,-75,-85,-75,-76,-77,-79,-78,-76,-85,-76,-85,-76,-77,-76,-116,328,-78.55172413793103,-76.0,-76,7.64
HDOK,PLOK,17472,19,19,-81,9,12,2,58,-79,-78,-77,-87,-83,-78,-87,-85,-77,-77,-78,-77,-77,-80,-77,-78,-77,-77,-84,-77,-77,-81,-77,-77,-76,-77,-77,-77,-83,-77,-77,-77,-82,-78,-80,-85,-76,-76,-76,-77,-95,-77,-75,-75,-83,-75,-76,-76,-77,-76,-75,-82,-76,-76,-78,-77,-77,-118,328,-79.25862068965517,-77.0,-77,6.320000000000001
HDOK,PLOK,17472,20,20,-90,8,12,2,58,-84,-89,-84,-93,-93,-84,-93,-94,-85,-84,-85,-84,-84,-88,-86,-86,-85,-85,-90,-85,-85,-89,-88,-85,-84,-85,-83,-83,-88,-82,-82,-81,-82,-82,-87,-89,-81,-82,-82,-85,-83,-84,-83,-83,-93,-85,-86,-88,-91,-90,-91,-100,-92,-92,-95,-93,-93,-116,328,-87.3103448275862,-85.0,-85,12.4244
