hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,rssi_variance
HDOK,PLOK,17472,11,11,-91,8,12,2,58,-87,-89,-88,-99,-95,-89,-97,-95,-89,-88,-89,-88,-88,-90,-88,-89,-89,-88,-95,-88,-89,-92,-89,-88,-88,-89,-88,-88,-95,-88,-88,-87,-96,-89,-91,-97,-87,-87,-88,-89,-103,-90,-88,-87,-95,-87,-88,-88,-89,-88,-87,-94,-87,-87,-90,-87,-88,-117,350,7.248400000000001
HDOK,PLOK,17472,12,12,-90,7,12,2,58,-88,-97,-87,-97,-95,-88,-97,-97,-88,-87,-87,-88,-88,-91,-88,-89,-88,-88,-94,-88,-88,-93,-89,-88,-87,-89,-88,-88,-94,-88,-88,-88,-89,-89,-93,-97,-88,-87,-87,-89,-92,-89,-87,-87,-97,-87,-88,-89,-89,-88,-88,-94,-88,-88,-93,-87,-91,-118,350,7.920000000000001
HDOK,PLOK,17472,13,13,-92,7,12,2,58,-93,-101,-92,-100,-99,-91,-99,-97,-89,-89,-89,-89,-89,-91,-89,-89,-88,-89,-97,-89,-89,-93,-90,-89,-89,-90,-89,-89,-95,-88,-87,-88,-93,-90,-92,-99,-89,-89,-90,-91,-107,-92,-89,-89,-97,-88,-87,-88,-88,-87,-88,-94,-89,-90,-89,-96,-89,-116,350,10.1584
HDOK,PLOK,17472,14,14,-90,7,12,2,58,-87,-93,-87,-97,-95,-88,-97,-97,-88,-87,-88,-88,-87,-91,-87,-88,-87,-87,-92,-87,-87,-91,-88,-88,-87,-88,-87,-87,-92,-86,-86,-86,-87,-87,-91,-97,-87,-86,-87,-88,-90,-87,-86,-86,-95,-86,-86,-87,-87,-87,-87,-94,-87,-87,-89,-87,-87,-116,350,6.723599999999999
HDOK,PLOK,17472,15,15,-90,7,12,2,58,-87,-89,-87,-95,-94,-87,-95,-94,-87,-87,-87,-87,-87,-89,-87,-88,-87,-87,-94,-88,-87,-91,-88,-87,-87,-88,-87,-87,-94,-87,-87,-87,-90,-89,-91,-95,-87,-87,-87,-88,-101,-89,-87,-87,-95,-87,-87,-88,-88,-87,-87,-94,-88,-93,-87,-88,-87,-117,350,6.6099999999999985
HDOK,PLOK,17472,16,16,-91,7,12,2,58,-87,-90,-87,-95,-95,-87,-95,-95,-87,-87,-87,-87,-87,-91,-88,-89,-87,-87,-93,-87,-87,-93,-89,-88,-87,-88,-87,-87,-93,-87,-87,-87,-87,-88,-93,-95,-87,-87,-87,-89,-89,-88,-87,-87,-97,-87,-87,-87,-88,-87,-87,-94,-87,-88,-87,-92,-87,-117,350,6.470399999999999
HDOK,PLOK,17472,17,17,-89,7,12,2,58,-88,-93,-87,-95,-95,-87,-95,-95,-87,-87,-87,-87,-87,-91,-88,-90,-87,-87,-92,-87,-87,-93,-88,-88,-87,-88,-87,-87,-92,-87,-87,-87,-87,-88,-93,-95,-87,-87,-87,-89,-88,-88,-87,-87,-97,-87,-87,-88,-89,-88,-87,-95,-87,-88,-92,-87,-93,-117,350,6.9204
HDOK,PLOK,17472,18,18,-91,8,12,2,58,-89,-90,-89,-97,-95,-89,-99,-95,-89,-89,-89,-89,-89,-91,-89,-89,-89,-88,-95,-89,-89,-93,-89,-89,-89,-89,-89,-89,-95,-89,-89,-89,-93,-90,-93,-99,-89,-88,-88,-89,-94,-90,-88,-88,-97,-89,-89,-89,-89,-89,-88,-95,-88,-94,-89,-89,-88,-118,350,5.571600000000002
HDOK,PLOK,17472,19,19,-91,6,12,2,58,-89,-89,-87,-97,-94,-88,-97,-95,-87,-87,-88,-87,-88,-91,-87,-88,-88,-88,-95,-87,-88,-91,-89,-88,-88,-88,-87,-87,-94,-87,-87,-88,-92,-89,-91,-97,-88,-87,-87,-89,-106,-89,-87,-87,-95,-88,-87,-88,-88,-87,-87,-93,-87,-87,-89,-88,-88,-117,350,6.7184
HDOK,PLOK,17472,20,20,-99,7,12,2,58,-92,-100,-92,-100,-99,-92,-101,-100,-93,-93,-95,-94,-94,-97,-95,-97,-96,-97,-102,-97,-96,-100,-97,-96,-95,-97,-96,-96,-103,-96,-97,-97,-99,-99,-101,-106,-97,-97,-98,-99,-103,-99,-97,-97,-106,-97,-98,-98,-98,-97,-96,-105,-96,-96,-101,-99,-98,-117,350,4.864399999999999
