hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,rssi_variance
HDOK,PLOK,17472,11,11,-101,6,12,2,58,-97,-98,-97,-106,-105,-97,-106,-105,-97,-97,-97,-97,-97,-100,-97,-99,-97,-97,-102,-97,-97,-101,-99,-98,-97,-99,-98,-98,-102,-97,-98,-97,-98,-99,-103,-106,-97,-97,-97,-100,-99,-99,-98,-97,-107,-98,-97,-99,-100,-98,-98,-106,-98,-98,-103,-98,-99,-115,312,6.158400000000001
HDOK,PLOK,17472,12,12,-101,6,12,2,58,-100,-107,-99,-109,-107,-101,-109,-107,-100,-101,-100,-101,-100,-103,-99,-101,-100,-100,-105,-100,-99,-105,-101,-101,-100,-101,-100,-101,-105,-100,-100,-100,-101,-100,-105,-109,-100,-99,-100,-103,-101,-101,-100,-100,-107,-99,-101,-101,-101,-100,-100,-109,-100,-101,-104,-100,-105,-118,312,6.0816
HDOK,PLOK,17472,13,13,-102,6,12,2,58,-99,-107,-99,-106,-106,-99,-106,-106,-99,-99,-99,-98,-98,-101,-99,-100,-99,-98,-105,-99,-98,-103,-100,-99,-99,-100,-99,-98,-104,-99,-99,-99,-101,-99,-105,-107,-99,-100,-100,-101,-102,-100,-100,-99,-109,-99,-99,-100,-100,-99,-99,-106,-99,-100,-99,-103,-99,-116,312,5.686399999999999
HDOK,PLOK,17472,14,14,-102,6,12,2,58,-101,-105,-100,-109,-109,-99,-109,-109,-100,-100,-100,-100,-99,-105,-100,-101,-99,-100,-104,-99,-99,-105,-101,-37,-99,-101,-100,-100,-103,-99,-99,-99,-99,-100,-106,-106,-100,-100,-99,-103,-100,-100,-100,-100,-107,-100,-100,-101,-101,-100,-99,-107,-99,-99,-105,-99,-99,-117,312,6.734399999999998
HDOK,PLOK,17472,15,15,-102,6,12,2,58,-99,-101,-100,-109,-107,-100,-109,-107,-100,-99,-100,-99,-100,-103,-100,-101,-100,-100,-106,-100,-100,-105,-101,-100,-100,-101,-100,-100,-105,-100,-100,-99,-101,-100,-105,-109,-100,-99,-100,-103,-102,-101,-100,-99,-107,-100,-101,-101,-101,-100,-100,-109,-100,-106,-100,-101,-100,-116,312,6.048399999999999
HDOK,PLOK,17472,16,16,-103,6,12,2,58,-101,-115,-132,-111,-107,-100,-109,-109,-101,-101,-101,-101,-100,-104,-101,-102,-101,-101,-106,-100,-101,-105,-102,-101,-101,-101,-100,-101,-106,-100,-100,-100,-101,-101,-106,-109,-100,-100,-100,-103,-101,-102,-132,-99,-109,-100,-100,-101,-103,-101,-100,-109,-101,-101,-100,-104,-100,-115,312,9.4496
HDOK,PLOK,17472,17,17,-102,7,12,2,58,-101,-106,-100,-111,-107,-101,-109,-107,-100,-85,-101,-101,-100,-103,-100,-103,-100,-100,-107,-101,-101,-105,-101,-101,-100,-101,-101,-100,-106,-100,-100,-100,-104,-101,-105,-109,-99,-99,-100,-103,-110,-101,-99,-100,-109,-100,-100,-101,-101,-100,-100,-107,-100,-100,-105,-99,-104,-117,312,7.3363999999999985
HDOK,PLOK,17472,18,18,-102,7,12,2,58,-100,-101,-99,-109,-106,-99,-109,-107,-99,-99,-100,-100,-100,-103,-100,-101,-100,-100,-106,-100,-100,-105,-101,-100,-100,-101,-100,-100,-105,-100,-100,-100,-101,-101,-105,-109,-100,-100,-101,-102,-102,-101,-100,-100,-109,-100,-100,-101,-102,-101,-100,-109,-101,-107,-100,-101,-100,-115,312,6.24
HDOK,PLOK,17472,19,19,-103,7,12,2,58,-101,-101,-100,-109,-106,-100,-107,-107,-99,-99,-99,-100,-100,-103,-99,-101,-99,-99,-106,-100,-99,-105,-101,-100,-100,-101,-100,-100,-105,-100,-100,-100,-102,-102,-105,-109,-101,-101,-101,-103,-104,-102,-101,-100,-109,-101,-99,-101,-102,-101,-101,-111,-101,-101,-105,-102,-102,-116,312,5.4624
HDOK,PLOK,17472,20,20,-104,6,12,2,58,-98,-109,-97,-105,-103,-97,-106,-107,-99,-100,-99,-98,-97,-100,-97,-98,-97,-97,-104,-98,-99,-103,-100,-100,-99,-99,-98,-98,-104,-98,-100,-100,-105,-104,-107,-111,-100,-100,-99,-100,-105,-100,-100,-100,-109,-101,-101,-104,-106,-104,-103,-111,-105,-104,-108,-109,-109,-118,312,11.84
