rssi,snr,sf,tp,location_id
-67.0,8.0,9.0,2.0,334
-67.0,8.0,9.0,2.0,334
-68.0,8.0,9.0,2.0,334
-67.0,8.0,9.0,2.0,334
-73.0,8.0,9.0,2.0,334
-73.0,8.0,9.0,2.0,334
-68.0,8.0,9.0,2.0,334
-71.0,8.0,9.0,2.0,334
-68.0,8.0,9.0,2.0,334
-69.0,8.0,9.0,2.0,334
-68.0,8.0,9.0,2.0,334
-67.0,8.0,9.0,2.0,334
-69.0,8.0,9.0,2.0,334
-68.0,8.0,9.0,2.0,334
-70.0,8.0,9.0,2.0,334
-75.0,8.0,9.0,2.0,334
-75.0,8.0,9.0,2.0,334
-73.0,8.0,9.0,2.0,334
-71.0,8.0,9.0,2.0,334
-68.0,8.0,9.0,2.0,334
-69.0,8.0,9.0,2.0,334
-70.0,8.0,9.0,2.0,334
-68.0,8.0,9.0,2.0,334
-69.0,8.0,9.0,2.0,334
-68.0,8.0,9.0,2.0,334
-71.0,8.0,9.0,2.0,334
-68.0,8.0,9.0,2.0,334
-68.0,8.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-72.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-75.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-72.0,9.0,9.0,2.0,334
-75.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-72.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-72.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-74.0,9.0,9.0,2.0,334
-77.0,9.0,9.0,2.0,334
-77.0,9.0,9.0,2.0,334
-76.0,9.0,9.0,2.0,334
-74.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-73.0,9.0,9.0,2.0,334
-73.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-72.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-72.0,9.0,9.0,2.0,334
-71.0,9.0,9.0,2.0,334
-75.0,9.0,9.0,2.0,334
-81.0,8.0,9.0,2.0,336
-81.0,8.0,9.0,2.0,336
-80.0,8.0,9.0,2.0,336
-81.0,8.0,9.0,2.0,336
-80.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-78.0,8.0,9.0,2.0,336
-78.0,8.0,9.0,2.0,336
-81.0,8.0,9.0,2.0,336
-78.0,8.0,9.0,2.0,336
-78.0,8.0,9.0,2.0,336
-78.0,8.0,9.0,2.0,336
-78.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-80.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-82.0,8.0,9.0,2.0,336
-82.0,8.0,9.0,2.0,336
-85.0,8.0,9.0,2.0,336
-81.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-78.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-80.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-78.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-80.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-76.0,9.0,9.0,2.0,336
-79.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-82.0,9.0,9.0,2.0,336
-79.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-79.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-79.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-82.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-81.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-80.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-81.0,8.0,9.0,2.0,336
-82.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-81.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-81.0,8.0,9.0,2.0,336
-80.0,8.0,9.0,2.0,336
-82.0,8.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-80.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-76.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-79.0,9.0,9.0,2.0,336
-76.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-70.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-70.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-70.0,8.0,9.0,2.0,336
-70.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-70.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-70.0,8.0,9.0,2.0,336
-70.0,8.0,9.0,2.0,336
-70.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-70.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-70.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-69.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-78.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-70.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-76.0,9.0,9.0,2.0,336
-79.0,9.0,9.0,2.0,336
-76.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-76.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-79.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-79.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-76.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-73.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-72.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-74.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,8.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-78.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-72.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-77.0,9.0,9.0,2.0,336
-79.0,9.0,9.0,2.0,336
-75.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-73.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-71.0,9.0,9.0,2.0,336
-74.0,9.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-81.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-79.0,8.0,9.0,2.0,336
-81.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
-76.0,8.0,9.0,2.0,336
-75.0,8.0,9.0,2.0,336
-77.0,8.0,9.0,2.0,336
